SystemTimeStamp,meanX,meanY,meanValidity,lX,lY,lV,lPupil,lPupilV,rX,rY,rV,rPupil,rPupilV,participant,language,list,trialID,trial,trialType,phase,extra
107944288,0.31954968,0.37879771,1,0.317845553,0.426954985,1,3.639907837,1,0.321253836,0.330640405,1,3.576843262,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944296,0.32775265,0.380741417,1,0.321057886,0.437168717,1,3.674377441,1,0.334447384,0.324314117,1,3.384384155,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944304,0.327883959,0.375441849,1,0.321835488,0.426534802,1,3.677383423,1,0.33393243,0.324348867,1,3.370040894,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944312,0.326777428,0.368014812,1,0.318020284,0.411282271,1,3.642211914,1,0.335534573,0.324747324,1,3.352722168,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944320,0.327901304,0.376927435,1,0.320589334,0.426915973,1,3.685760498,1,0.335213304,0.326938927,1,3.330810547,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944328,0.331626594,0.381209403,1,0.324231774,0.445963979,1,3.723175049,1,0.339021415,0.316454828,1,3.313232422,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944336,0.328701258,0.371646971,1,0.319139063,0.440350056,1,3.703262329,1,0.338263452,0.302943885,1,3.303939819,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944344,0.324006766,0.374536693,1,0.312131375,0.42182067,1,3.680603027,1,0.335882157,0.327252686,1,3.370010376,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944352,0.320235252,0.361982644,1,0.309171587,0.402160317,1,3.645568848,1,0.331298947,0.321805,1,3.379272461,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944360,0.322106779,0.365569174,1,0.314425766,0.421514004,1,3.688598633,1,0.329787761,0.309624344,1,3.338394165,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944368,0.324898005,0.372605383,1,0.317074329,0.421708733,1,3.718719482,1,0.33272168,0.323502034,1,3.367523193,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944376,0.325629652,0.373421162,1,0.316144764,0.432586372,1,3.714706421,1,0.335114568,0.314255953,1,3.358093262,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944384,0.327450603,0.37434721,1,0.317146778,0.431357324,1,3.721832275,1,0.337754428,0.317337066,1,3.373184204,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944392,0.326207757,0.369314373,1,0.320543826,0.43154639,1,3.729034424,1,0.331871718,0.307082385,1,3.372879028,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944400,0.324297518,0.356438816,1,0.316482484,0.402115643,1,3.678359985,1,0.332112551,0.310762018,1,3.375595093,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944408,0.324130058,0.371340573,1,0.313163131,0.435983658,1,3.73789978,1,0.335096985,0.306697458,1,3.35824585,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944424,0.322530597,0.351342052,1,0.312607437,0.408101857,1,3.659042358,1,0.332453758,0.294582248,1,3.301376343,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944432,0.324524283,0.352879286,1,0.315811604,0.406197339,1,3.659683228,1,0.333236963,0.299561232,1,3.341018677,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944440,0.32521978,0.348013461,1,0.316401601,0.414534479,1,3.684448242,1,0.33403796,0.281492472,1,3.270080566,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944456,0.325186431,0.33801204,1,0.314296156,0.391194671,1,3.637893677,1,0.336076707,0.284829378,1,3.261260986,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944464,0.326448798,0.349739909,1,0.313952297,0.413078994,1,3.685821533,1,0.33894527,0.286400795,1,3.256393433,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944472,0.321566284,0.411629826,1,0.316599458,0.438617527,1,3.737976074,1,0.326533079,0.384642124,1,3.713027954,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944480,0.320199132,0.398290694,1,0.31681332,0.432609975,1,3.729568481,1,0.323584914,0.363971382,1,3.684768677,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944488,0.317507505,0.392773926,1,0.312984735,0.393213928,1,3.673446655,1,0.322030306,0.392333925,1,3.734100342,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944496,0.321253061,0.390792608,1,0.312951803,0.419132262,1,3.707397461,1,0.329554349,0.362452924,1,3.631286621,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944504,0.320490956,0.397075772,1,0.314110488,0.43493849,1,3.723678589,1,0.326871455,0.359213024,1,3.672073364,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944512,0.326065689,0.409056246,1,0.319683313,0.443976521,1,3.747375488,1,0.332448065,0.374135941,1,3.64755249,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944520,0.324003339,0.398112267,1,0.319538355,0.441699684,1,3.759292603,1,0.328468353,0.354524851,1,3.669937134,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944528,0.325548679,0.431628525,1,0.316340625,0.420594186,1,3.724243164,1,0.334756732,0.442662865,1,3.566604614,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944536,0.321250081,0.316032469,1,0.316089243,0.382137299,1,3.618835449,1,0.326410919,0.24992764,1,3.364761353,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944544,0.316157937,0.359529078,1,0.31604141,0.43314746,1,3.740814209,1,0.316274434,0.285910696,1,3.496261597,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944552,0.322734058,0.385692328,1,0.315824717,0.435373843,1,3.737243652,1,0.329643369,0.336010814,1,3.433120728,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944560,0.330020308,0.412652731,1,0.317861944,0.41780284,1,3.685775757,1,0.342178673,0.407502592,1,3.402938843,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944568,0.327641249,0.416485786,1,0.316326588,0.43699801,1,3.730941772,1,0.338955879,0.395973563,1,3.411468506,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944576,0.326923788,0.385200083,1,0.315989703,0.438388318,1,3.729156494,1,0.337857902,0.332011819,1,3.386322021,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944584,0.324288785,0.377390265,1,0.31792748,0.435245872,1,3.737701416,1,0.330650061,0.31953463,1,3.347015381,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944592,0.324130118,0.472939849,1,0.318312675,0.439200372,1,3.731994629,1,0.329947561,0.506679296,1,3.635177612,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944600,0.328195453,0.407958865,1,0.31604591,0.422462791,1,3.680557251,1,0.340344965,0.393454909,1,3.35345459,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944608,0.32519874,0.299840212,1,0.316585243,0.408140779,1,3.660980225,1,0.333812237,0.191539675,1,3.180007935,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944616,0.323952675,0.390532613,1,0.314653337,0.423492372,1,3.669403076,1,0.333252043,0.357572854,1,3.347305298,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944624,0.322785318,0.31036821,1,0.315666258,0.405909389,1,3.638198853,1,0.329904407,0.214827046,1,3.208999634,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944632,0.325307906,0.397714615,1,0.318118185,0.430419117,1,3.673049927,1,0.332497656,0.365010083,1,3.370101929,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944640,0.323276699,0.405050874,1,0.315293759,0.447131544,1,3.726531982,1,0.331259638,0.362970173,1,3.323257446,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944648,0.323790997,0.395845056,1,0.315337211,0.436030447,1,3.69833374,1,0.332244784,0.355659693,1,3.320755005,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944656,0.325011343,0.381634474,1,0.313282013,0.413782984,1,3.647262573,1,0.336740673,0.349485964,1,3.29284668,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944664,0.318814278,0.453762382,1,0.318528116,0.41218546,1,3.642868042,1,0.31910041,0.495339304,1,3.590332031,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944672,0.324837446,0.394162387,1,0.317147553,0.444859475,1,3.682296753,1,0.332527369,0.343465298,1,3.262649536,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944680,0.325842083,0.348355353,1,0.316375703,0.415664375,1,3.628295898,1,0.335308492,0.281046361,1,3.182418823,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944688,0.318157911,0.414081454,1,0.313431293,0.367136836,1,3.600906372,1,0.32288453,0.461026043,1,3.640136719,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944696,0.327369839,0.395807385,1,0.321186244,0.443796605,1,3.678527832,1,0.333553433,0.347818166,1,3.255462646,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944704,0.313275039,0.413799495,1,0.309996367,0.389077157,1,3.66229248,1,0.316553742,0.438521832,1,3.580718994,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944712,0.318631232,0.429480284,1,0.318083763,0.426008821,1,3.753295898,1,0.319178671,0.432951748,1,3.593292236,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944720,0.314786822,0.43354094,1,0.312903643,0.424999475,1,3.715408325,1,0.316670001,0.442082375,1,3.549102783,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944728,0.315593392,0.426163435,1,0.315941215,0.426407695,1,3.636734009,1,0.315245569,0.425919205,1,3.643173218,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944736,0.319576502,0.414030105,1,0.318354815,0.449265003,1,3.679458618,1,0.320798188,0.378795207,1,3.678283691,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944744,0.315492392,0.419872999,1,0.318145931,0.421766728,1,3.634384155,1,0.312838823,0.4179793,1,3.63482666,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944752,0.32130447,0.449070036,1,0.322307318,0.44536525,1,3.687927246,1,0.320301622,0.452774793,1,3.642211914,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944760,0.320589781,0.452913702,1,0.315140337,0.42549327,1,3.615814209,1,0.326039225,0.480334103,1,3.4793396,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944768,0.321159691,0.435545117,1,0.318839759,0.419409841,1,3.613037109,1,0.323479623,0.451680392,1,3.439819336,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944776,0.319191575,0.434334308,1,0.31516552,0.410087228,1,3.599121094,1,0.323217601,0.458581388,1,3.485733032,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944784,0.319088787,0.419847488,1,0.312968343,0.42261979,1,3.600204468,1,0.32520923,0.417075157,1,3.433120728,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944800,0.31830278,0.412870765,1,0.313474327,0.416421413,1,3.591033936,1,0.323131233,0.409320146,1,3.438079834,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944808,0.318205863,0.401554525,1,0.312284172,0.406945854,1,3.571990967,1,0.324127555,0.396163166,1,3.405059814,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944816,0.319062382,0.432229578,1,0.317119956,0.43079415,1,3.615203857,1,0.321004808,0.433664978,1,3.468658447,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944824,0.316557497,0.421973646,1,0.313519508,0.430846483,1,3.604064941,1,0.319595486,0.413100839,1,3.429153442,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944832,0.318220615,0.431353033,1,0.315935731,0.425257325,1,3.601470947,1,0.32050547,0.43744877,1,3.436889648,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944840,0.316842794,0.42735526,1,0.313042581,0.400160372,1,3.554382324,1,0.320642978,0.454550147,1,3.431808472,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944848,0.318631351,0.467325628,1,0.316421539,0.428914458,1,3.601806641,1,0.320841134,0.505736768,1,3.488830566,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944856,0.318766475,0.41265291,1,0.314751059,0.42254582,1,3.580184937,1,0.32278192,0.402760029,1,3.561141968,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107944864,0.312844694,0.410488188,1,0.312072843,0.409351945,1,3.567672729,1,0.313616514,0.411624432,1,3.540588379,1,1,spa,1,7,1,NA,target_distractor,perro-cesta
107947080,0.491002619,0.526689053,1,0.490708679,0.501722395,1,3.614761353,1,0.49129656,0.551655769,1,3.576965332,1,1,spa,1,22,2,NA,prime,sofa
107947088,0.492680877,0.513652325,1,0.492613971,0.504448593,1,3.601593018,1,0.492747784,0.522856116,1,3.516235352,1,1,spa,1,22,2,NA,prime,sofa
107947096,0.49256438,0.519688904,1,0.491242826,0.518619835,1,3.643463135,1,0.493885964,0.520757973,1,3.477218628,1,1,spa,1,22,2,NA,prime,sofa
107947104,0.493579388,0.523449659,1,0.491706163,0.521232486,1,3.650085449,1,0.495452613,0.525666893,1,3.515670776,1,1,spa,1,22,2,NA,prime,sofa
107947112,0.49389863,0.518685579,1,0.492923796,0.51020211,1,3.639205933,1,0.494873464,0.527168989,1,3.503616333,1,1,spa,1,22,2,NA,prime,sofa
107947120,0.491454303,0.507409871,1,0.491617292,0.48741886,1,3.584014893,1,0.491291285,0.527400911,1,3.545150757,1,1,spa,1,22,2,NA,prime,sofa
107947128,0.494081974,0.516122937,1,0.493866324,0.509619713,1,3.628555298,1,0.494297653,0.522626162,1,3.494918823,1,1,spa,1,22,2,NA,prime,sofa
107947136,0.493474722,0.490700096,1,0.493233413,0.511702776,1,3.649551392,1,0.493716002,0.469697416,1,3.392547607,1,1,spa,1,22,2,NA,prime,sofa
107947144,0.495130271,0.492990792,1,0.492758185,0.508994281,1,3.628555298,1,0.497502357,0.476987332,1,3.414321899,1,1,spa,1,22,2,NA,prime,sofa
107947152,0.493627131,0.509007394,1,0.496090382,0.502264559,1,3.624145508,1,0.49116385,0.515750229,1,3.506759644,1,1,spa,1,22,2,NA,prime,sofa
107947160,0.494862169,0.510371923,1,0.49558416,0.510964394,1,3.639862061,1,0.494140178,0.509779394,1,3.48425293,1,1,spa,1,22,2,NA,prime,sofa
107947168,0.4945575,0.507860363,1,0.491292447,0.498281032,1,3.616256714,1,0.497822583,0.517439723,1,3.509521484,1,1,spa,1,22,2,NA,prime,sofa
107947184,0.494283736,0.501692653,1,0.492985159,0.51400578,1,3.650436401,1,0.495582342,0.489379495,1,3.447921753,1,1,spa,1,22,2,NA,prime,sofa
107947192,0.492417067,0.519244254,1,0.490579009,0.501376927,1,3.628570557,1,0.494255126,0.53711158,1,3.550857544,1,1,spa,1,22,2,NA,prime,sofa
107947200,0.492761791,0.514084518,1,0.490583986,0.494913906,1,3.620834351,1,0.494939625,0.53325516,1,3.554275513,1,1,spa,1,22,2,NA,prime,sofa
107947208,0.495542973,0.523216963,1,0.492657781,0.515166998,1,3.654998779,1,0.498428166,0.531266928,1,3.549041748,1,1,spa,1,22,2,NA,prime,sofa
107947216,0.492297143,0.515951574,1,0.492428035,0.505533874,1,3.654586792,1,0.492166251,0.526369274,1,3.513381958,1,1,spa,1,22,2,NA,prime,sofa
107947224,0.492713213,0.523822904,1,0.493447661,0.509542048,1,3.659957886,1,0.491978765,0.538103759,1,3.547912598,1,1,spa,1,22,2,NA,prime,sofa
107947232,0.494731963,0.509073734,1,0.495142996,0.501189291,1,3.656433105,1,0.494320929,0.516958237,1,3.509994507,1,1,spa,1,22,2,NA,prime,sofa
107947240,0.495511174,0.521657109,1,0.496856481,0.518818915,1,3.681915283,1,0.494165838,0.524495244,1,3.536743164,1,1,spa,1,22,2,NA,prime,sofa
107947248,0.492330641,0.527430892,1,0.491975963,0.529301047,1,3.712188721,1,0.492685318,0.525560796,1,3.533996582,1,1,spa,1,22,2,NA,prime,sofa
107947256,0.496143788,0.515975714,1,0.494992703,0.502042234,1,3.673171997,1,0.497294873,0.529909194,1,3.527175903,1,1,spa,1,22,2,NA,prime,sofa
107947264,0.494444579,0.514396429,1,0.492966592,0.511449397,1,3.671157837,1,0.495922565,0.517343521,1,3.534957886,1,1,spa,1,22,2,NA,prime,sofa
107947272,0.492961556,0.514177322,1,0.49165976,0.505707502,1,3.675430298,1,0.494263351,0.522647142,1,3.550979614,1,1,spa,1,22,2,NA,prime,sofa
107947280,0.494521022,0.510531425,1,0.492705733,0.500784874,1,3.673095703,1,0.496336311,0.520277977,1,3.554092407,1,1,spa,1,22,2,NA,prime,sofa
107947288,0.496824801,0.493361115,1,0.497819453,0.495770723,1,3.664489746,1,0.495830119,0.490951538,1,3.471130371,1,1,spa,1,22,2,NA,prime,sofa
107947296,0.492646247,0.522506058,1,0.4922508,0.504944682,1,3.687026978,1,0.493041694,0.540067434,1,3.610290527,1,1,spa,1,22,2,NA,prime,sofa
107947304,0.493642747,0.501818538,1,0.492639363,0.484435111,1,3.64982605,1,0.494646162,0.519201934,1,3.546905518,1,1,spa,1,22,2,NA,prime,sofa
107947312,0.494217098,0.523409963,1,0.496105433,0.505096138,1,3.691207886,1,0.492328793,0.541723847,1,3.598266602,1,1,spa,1,22,2,NA,prime,sofa
107947320,0.493656069,0.493832052,1,0.491712511,0.490803897,1,3.671279907,1,0.495599627,0.496860176,1,3.532608032,1,1,spa,1,22,2,NA,prime,sofa
107947328,0.495247275,0.504161477,1,0.495221227,0.50118494,1,3.695022583,1,0.495273322,0.507138073,1,3.562408447,1,1,spa,1,22,2,NA,prime,sofa
107947344,0.492752582,0.513631046,1,0.490377098,0.506040275,1,3.701553345,1,0.495128065,0.521221817,1,3.598007202,1,1,spa,1,22,2,NA,prime,sofa
107947352,0.493293047,0.500015497,1,0.491601944,0.477060527,1,3.641967773,1,0.49498418,0.522970498,1,3.597702026,1,1,spa,1,22,2,NA,prime,sofa
107947360,0.495122939,0.496238947,1,0.494191438,0.505839944,1,3.736053467,1,0.496054441,0.48663795,1,3.517486572,1,1,spa,1,22,2,NA,prime,sofa
107947368,0.494021893,0.521148324,1,0.493017167,0.521171451,1,3.752914429,1,0.495026648,0.521125257,1,3.609832764,1,1,spa,1,22,2,NA,prime,sofa
107947376,0.491576016,0.521456718,1,0.492432177,0.501520693,1,3.705566406,1,0.490719885,0.541392744,1,3.618209839,1,1,spa,1,22,2,NA,prime,sofa
107947384,0.493785977,0.508093476,1,0.491813838,0.511782467,1,3.754440308,1,0.495758146,0.504404545,1,3.558166504,1,1,spa,1,22,2,NA,prime,sofa
107947392,0.496041775,0.497976422,1,0.493690908,0.495846331,1,3.706756592,1,0.498392642,0.500106514,1,3.567657471,1,1,spa,1,22,2,NA,prime,sofa
107947400,0.494532704,0.462683082,1,0.496520996,0.407669127,1,3.550888062,1,0.492544413,0.517697036,1,3.614639282,1,1,spa,1,22,2,NA,prime,sofa
107947408,0.493591726,0.525116265,1,0.493226528,0.511053205,1,3.777328491,1,0.493956923,0.539179325,1,3.657821655,1,1,spa,1,22,2,NA,prime,sofa
107947416,0.491739154,0.537872672,1,0.490014851,0.524337649,1,3.815139771,1,0.493463427,0.551407754,1,3.718994141,1,1,spa,1,22,2,NA,prime,sofa
107947424,0.494609058,0.524284482,1,0.493518978,0.529644847,1,3.825408936,1,0.495699167,0.518924057,1,3.654327393,1,1,spa,1,22,2,NA,prime,sofa
107947432,0.492914647,0.535899043,1,0.492443144,0.534313738,1,3.830978394,1,0.493386149,0.537484288,1,3.715164185,1,1,spa,1,22,2,NA,prime,sofa
107947440,0.492083251,0.540786624,1,0.491861612,0.533173442,1,3.825195313,1,0.492304921,0.548399866,1,3.735626221,1,1,spa,1,22,2,NA,prime,sofa
107947448,0.491416872,0.535415888,1,0.491011769,0.529607713,1,3.841690063,1,0.491822004,0.541224062,1,3.706283569,1,1,spa,1,22,2,NA,prime,sofa
107947456,0.492122829,0.540750325,1,0.494216442,0.531870306,1,3.849502563,1,0.490029186,0.549630344,1,3.709823608,1,1,spa,1,22,2,NA,prime,sofa
107947464,0.493402243,0.550567031,1,0.494587839,0.537094176,1,3.867950439,1,0.492216647,0.564039886,1,3.724853516,1,1,spa,1,22,2,NA,prime,sofa
107947472,0.491125166,0.53472048,1,0.487904549,0.533548713,1,3.870239258,1,0.494345784,0.535892248,1,3.707473755,1,1,spa,1,22,2,NA,prime,sofa
107947480,0.492583513,0.537064612,1,0.492339969,0.52743876,1,3.866378784,1,0.492827088,0.546690464,1,3.710906982,1,1,spa,1,22,2,NA,prime,sofa
107947488,0.493145108,0.521149457,1,0.492787123,0.53321749,1,3.869445801,1,0.493503094,0.509081423,1,3.704299927,1,1,spa,1,22,2,NA,prime,sofa
107947496,0.492554486,0.527341485,1,0.493894547,0.534539163,1,3.882705688,1,0.491214395,0.520143747,1,3.724685669,1,1,spa,1,22,2,NA,prime,sofa
107947504,0.493492395,0.539393246,1,0.493758947,0.533914328,1,3.871688843,1,0.493225843,0.544872165,1,3.713241577,1,1,spa,1,22,2,NA,prime,sofa
107947512,0.491917789,0.542611718,1,0.490775764,0.531961858,1,3.874389648,1,0.493059784,0.553261638,1,3.728393555,1,1,spa,1,22,2,NA,prime,sofa
107947528,0.491048127,0.524162233,1,0.487432182,0.494321615,1,3.807052612,1,0.494664073,0.554002881,1,3.699295044,1,1,spa,1,22,2,NA,prime,sofa
107947536,0.492692143,0.550680161,1,0.490520269,0.50523293,1,3.842544556,1,0.494864017,0.596127391,1,3.623535156,1,1,spa,1,22,2,NA,prime,sofa
107947544,0.494923353,0.518327296,1,0.490756929,0.524620056,1,3.878570557,1,0.499089807,0.512034535,1,3.822875977,1,1,spa,1,22,2,NA,prime,sofa
107947552,0.496855706,0.507488847,1,0.493761986,0.507326603,1,3.876266479,1,0.499949425,0.507651031,1,3.823028564,1,1,spa,1,22,2,NA,prime,sofa
107947560,0.495434761,0.553963184,1,0.49452728,0.533042073,1,3.9034729,1,0.496342242,0.574884295,1,3.743286133,1,1,spa,1,22,2,NA,prime,sofa
107947568,0.49580133,0.538327217,1,0.494714499,0.538682163,1,3.908966064,1,0.496888131,0.537972271,1,3.762390137,1,1,spa,1,22,2,NA,prime,sofa
107947576,0.498103529,0.560679436,1,0.495871425,0.539101839,1,3.910888672,1,0.500335634,0.582256973,1,3.691970825,1,1,spa,1,22,2,NA,prime,sofa
107947584,0.498730838,0.556921482,1,0.50075829,0.53304714,1,3.905395508,1,0.496703357,0.580795765,1,3.725708008,1,1,spa,1,22,2,NA,prime,sofa
107947592,0.496297926,0.542509019,1,0.492848873,0.492520452,1,4.035720825,1,0.499746978,0.592497587,1,3.700164795,1,1,spa,1,22,2,NA,prime,sofa
107947600,0.497607082,0.526828408,1,0.500431657,0.506113768,1,4.017791748,1,0.494782507,0.547543108,1,3.803131104,1,1,spa,1,22,2,NA,prime,sofa
107947608,0.498373389,0.53763175,1,0.500848889,0.504832506,1,4.013977051,1,0.495897859,0.570430994,1,3.804214478,1,1,spa,1,22,2,NA,prime,sofa
107947616,0.50053215,0.495804906,1,0.501871824,0.505406082,1,4.028381348,1,0.499192536,0.4862037,1,3.83821106,1,1,spa,1,22,2,NA,prime,sofa
107947624,0.497493386,0.520538628,1,0.492880374,0.543523788,1,3.897521973,1,0.502106428,0.497553438,1,3.829605103,1,1,spa,1,22,2,NA,prime,sofa
107947632,0.495559752,0.478353798,1,0.496610612,0.533706009,1,3.8956604,1,0.494508922,0.423001617,1,3.458084106,1,1,spa,1,22,2,NA,prime,sofa
107947640,0.495385826,0.409155488,1,0.500234902,0.54108125,1,3.904006958,1,0.490536779,0.277229756,1,3.241531372,1,1,spa,1,22,2,NA,prime,sofa
107947648,0.495447338,0.508902013,1,0.501279652,0.540312469,1,3.894668579,1,0.489615023,0.477491528,1,3.454620361,1,1,spa,1,22,2,NA,prime,sofa
107947656,0.496114612,0.491660357,1,0.499177784,0.540509045,1,3.884460449,1,0.49305144,0.442811668,1,3.460083008,1,1,spa,1,22,2,NA,prime,sofa
107947664,0.496013999,0.505753756,1,0.494616508,0.540708363,1,3.879364014,1,0.49741146,0.470799148,1,3.537490845,1,1,spa,1,22,2,NA,prime,sofa
107947672,0.49835068,0.553233802,1,0.497822911,0.541285396,1,3.882675171,1,0.498878449,0.565182209,1,3.622619629,1,1,spa,1,22,2,NA,prime,sofa
107947680,0.494414777,0.495911479,1,0.497299492,0.544656217,1,3.881500244,1,0.491530061,0.447166771,1,3.516052246,1,1,spa,1,22,2,NA,prime,sofa
107947688,0.497269124,0.501393676,1,0.500423014,0.540030658,1,3.875610352,1,0.494115233,0.462756634,1,3.469070435,1,1,spa,1,22,2,NA,prime,sofa
107947696,0.497531652,0.514313579,1,0.50083375,0.541636944,1,3.875518799,1,0.494229525,0.486990273,1,3.575958252,1,1,spa,1,22,2,NA,prime,sofa
107947704,0.499081671,0.479544133,1,0.503031373,0.539157629,1,3.869293213,1,0.495131999,0.419930637,1,3.578643799,1,1,spa,1,22,2,NA,prime,sofa
107947712,0.4963485,0.476442128,1,0.499429464,0.542198777,1,3.862533569,1,0.493267566,0.41068548,1,3.573989868,1,1,spa,1,22,2,NA,prime,sofa
107947720,0.494125605,0.44837603,1,0.497105658,0.524097204,1,3.816604614,1,0.491145581,0.372654855,1,3.469451904,1,1,spa,1,22,2,NA,prime,sofa
107947728,0.496389091,0.46894145,1,0.4981668,0.536260247,1,3.82711792,1,0.494611382,0.401622683,1,3.551300049,1,1,spa,1,22,2,NA,prime,sofa
107947736,0.496985108,0.512236774,1,0.500905752,0.537884653,1,3.821456909,1,0.493064463,0.486588925,1,3.739151001,1,1,spa,1,22,2,NA,prime,sofa
107947744,0.495962083,0.447310209,1,0.500578642,0.545247257,1,3.83694458,1,0.491345555,0.349373132,1,3.435623169,1,1,spa,1,22,2,NA,prime,sofa
107947752,0.50180769,0.535921216,1,0.503895342,0.545454144,1,3.852096558,1,0.499720037,0.526388347,1,3.777023315,1,1,spa,1,22,2,NA,prime,sofa
107947760,0.495843232,0.516417027,1,0.49995324,0.547002196,1,3.8409729,1,0.491733223,0.485831887,1,3.712509155,1,1,spa,1,22,2,NA,prime,sofa
107947768,0.498334259,0.511891425,1,0.498942018,0.547675014,1,3.83493042,1,0.4977265,0.476107836,1,3.701583862,1,1,spa,1,22,2,NA,prime,sofa
107947776,0.49684912,0.526181281,1,0.501382887,0.538109243,1,3.832061768,1,0.492315322,0.514253318,1,3.816162109,1,1,spa,1,22,2,NA,prime,sofa
107947784,0.495499641,0.516931891,1,0.500410676,0.513315141,1,3.942749023,1,0.490588605,0.520548582,1,3.819396973,1,1,spa,1,22,2,NA,prime,sofa
107947792,0.494815826,0.526006699,1,0.50282371,0.544458807,1,3.809417725,1,0.486807913,0.507554531,1,3.774520874,1,1,spa,1,22,2,NA,prime,sofa
107947800,0.498202026,0.522837102,1,0.503235698,0.542462885,1,3.806671143,1,0.493168384,0.503211319,1,3.755981445,1,1,spa,1,22,2,NA,prime,sofa
107947808,0.496544421,0.521918833,1,0.502638102,0.544511437,1,3.820999146,1,0.49045077,0.499326199,1,3.733139038,1,1,spa,1,22,2,NA,prime,sofa
107947816,0.498115391,0.513924479,1,0.499309868,0.511202395,1,3.892059326,1,0.496920913,0.516646504,1,3.79335022,1,1,spa,1,22,2,NA,prime,sofa
107947832,0.498394489,0.526871085,1,0.501968026,0.548723698,1,3.794433594,1,0.494820923,0.505018413,1,3.777282715,1,1,spa,1,22,2,NA,prime,sofa
107947840,0.495994538,0.503250003,1,0.498792201,0.510985136,1,3.892501831,1,0.493196875,0.49551484,1,3.752944946,1,1,spa,1,22,2,NA,prime,sofa
