SystemTimeStamp,meanX,meanY,meanValidity,lX,lY,lV,lPupil,lPupilV,rX,rY,rV,rPupil,rPupilV,participant,baby_id,dataBirth,sex,testDate,language,list,trialID,trial,trialType,getter,phase,stimulus,locationTarget
602456832,0.636818051,0.393689841,1,0.648451209,0.346469909,1,2.906326294,1,0.625184953,0.440909773,1,2.838729858,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456832,0.639953494,0.40120995,1,0.646566153,0.364706248,1,2.954345703,1,0.633340836,0.437713623,1,2.878646851,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456832,0.635090947,0.430886269,1,0.637683749,0.422157586,1,3.054473877,1,0.632498145,0.439614922,1,2.838394165,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456832,0.633747637,0.429284275,1,0.63959837,0.424254686,1,3.068832397,1,0.627896905,0.434313864,1,2.832519531,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.63384378,0.428722382,1,0.638097405,0.429571688,1,3.082702637,1,0.629590154,0.427873045,1,2.868499756,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.635265768,0.420811653,1,0.644106865,0.407881558,1,3.049362183,1,0.62642467,0.433741719,1,2.841339111,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.633676231,0.434926391,1,0.642381489,0.383333445,1,3.013977051,1,0.624970973,0.486519337,1,2.978912354,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.632217407,0.4325279,1,0.640912354,0.382034808,1,3.021697998,1,0.62352246,0.483021021,1,2.932846069,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.637884855,0.411101162,1,0.646349847,0.362630069,1,2.958587646,1,0.629419804,0.459572226,1,2.917572021,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.632501602,0.438923746,1,0.636864662,0.421872705,1,3.081924438,1,0.628138483,0.455974787,1,2.944900513,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456896,0.627497911,0.431837976,1,0.630674303,0.406981021,1,3.083770752,1,0.62432158,0.456694901,1,2.939834595,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.633001447,0.419377059,1,0.638959229,0.366489589,1,2.977050781,1,0.627043724,0.472264528,1,2.933380127,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.610161543,0.447536707,1,0.615306199,0.421964139,1,3.1121521,1,0.605016887,0.473109245,1,2.967178345,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.552558601,0.434888512,1,0.54528296,0.452209204,1,3.189880371,1,0.559834242,0.417567819,1,2.864501953,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.491275311,0.426642478,1,0.482320994,0.414106816,1,3.129318237,1,0.500229597,0.439178109,1,2.915115356,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.432559758,0.424294919,1,0.421155214,0.470432818,1,3.230255127,1,0.443964303,0.37815702,1,2.752868652,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.373799741,0.502475142,1,0.364440233,0.532696009,1,3.271514893,1,0.38315928,0.472254336,1,2.970855713,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.321255028,0.459945649,1,0.314351857,0.51026094,1,3.205337524,1,0.3281582,0.409630358,1,2.854019165,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602456960,0.286346614,0.415405929,1,0.290557384,0.450774521,1,3.143325806,1,0.282135844,0.380037308,1,2.748596191,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.286117971,0.425469875,1,0.282329887,0.480608523,1,3.158889771,1,0.289906085,0.370331228,1,2.741668701,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.281570792,0.44009918,1,0.284829229,0.49809745,1,3.216018677,1,0.278312355,0.38210091,1,2.772735596,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.290153265,0.468176305,1,0.297467142,0.546588123,1,3.300643921,1,0.282839388,0.389764458,1,2.809906006,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.284897506,0.420706689,1,0.286011279,0.435514838,1,3.114761353,1,0.283783734,0.405898541,1,2.845153809,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.287089229,0.491831273,1,0.293667644,0.553542793,1,3.293502808,1,0.280510813,0.430119753,1,2.902694702,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.282329023,0.410989404,1,0.27811721,0.432891876,1,3.098983765,1,0.286540866,0.389086932,1,2.803863525,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.28622511,0.428475916,1,0.279719561,0.46043694,1,3.143325806,1,0.292730659,0.396514863,1,2.785079956,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457024,0.287304193,0.430959761,1,0.285870731,0.472572446,1,3.203277588,1,0.288737655,0.389347076,1,2.819885254,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.282751739,0.445086211,1,0.274231702,0.483360738,1,3.213897705,1,0.291271806,0.406811684,1,2.869903564,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.290132523,0.457737029,1,0.290905952,0.445130289,1,3.141586304,1,0.289359123,0.470343798,1,3.019851685,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.285302043,0.472070932,1,0.297801018,0.529688478,1,3.250427246,1,0.272803098,0.414453417,1,2.841812134,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.288012683,0.489709824,1,0.298342943,0.535301089,1,3.300079346,1,0.277682394,0.444118559,1,2.917999268,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.285130262,0.471347511,1,0.283664197,0.464555115,1,3.181869507,1,0.286596328,0.478139877,1,2.980529785,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.290665776,0.461304188,1,0.294036597,0.503665745,1,3.220001221,1,0.287294954,0.4189426,1,2.857391357,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.293473929,0.38481009,1,0.29635787,0.39979738,1,3.083877563,1,0.290589988,0.3698228,1,2.782806396,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457088,0.286270261,0.432238787,1,0.2860654,0.478605479,1,3.204177856,1,0.286475092,0.385872096,1,2.816482544,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.297560662,0.510645568,1,0.306233048,0.541820228,1,3.343017578,1,0.288888276,0.479470938,1,2.990219116,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.293635935,0.475810468,1,0.294725269,0.551525533,1,3.312866211,1,0.2925466,0.400095433,1,2.832550049,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.292481065,0.43974641,1,0.29047972,0.504878044,1,3.282867432,1,0.29448244,0.374614775,1,2.807159424,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.2896052,0.463656843,1,0.292111307,0.490338534,1,3.252761841,1,0.287099093,0.436975151,1,2.924316406,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.296078563,0.471596718,1,0.302460432,0.543147802,1,3.335479736,1,0.289696723,0.400045633,1,2.822555542,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.285700381,0.439838797,1,0.288561076,0.486339301,1,3.256561279,1,0.282839656,0.393338293,1,2.845977783,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.301126182,0.480081141,1,0.308165789,0.549958587,1,3.365188599,1,0.294086576,0.410203725,1,2.857376099,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457152,0.293234229,0.452489197,1,0.295673192,0.494311213,1,3.265106201,1,0.290795267,0.410667181,1,2.850112915,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.2869533,0.449138224,1,0.291094065,0.481493503,1,3.225753784,1,0.282812536,0.416782945,1,2.858947754,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.285287917,0.431429029,1,0.285369873,0.502372026,1,3.269302368,1,0.28520593,0.360486031,1,2.782333374,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.288157225,0.459490389,1,0.296852082,0.514733613,1,3.279937744,1,0.279462337,0.404247165,1,2.842346191,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.288511455,0.4424631,1,0.297524512,0.513170004,1,3.282440186,1,0.279498398,0.371756166,1,2.770751953,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.292037368,0.479373276,1,0.297455937,0.559910178,1,3.341903687,1,0.286618829,0.398836404,1,2.783248901,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.282758594,0.457219481,1,0.288459837,0.509155393,1,3.258682251,1,0.277057379,0.40528357,1,2.785949707,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.2779001,0.428549767,1,0.277731419,0.460800201,1,3.163696289,1,0.278068781,0.396299332,1,2.755767822,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457216,0.2841537,0.419118017,1,0.28681618,0.452148527,1,3.132797241,1,0.28149119,0.386087507,1,2.758987427,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.289118588,0.490862757,1,0.297011584,0.579762161,1,3.340713501,1,0.281225622,0.401963353,1,2.779342651,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.288906217,0.462393284,1,0.298007816,0.548654556,1,3.300033569,1,0.279804617,0.376131982,1,2.734619141,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.283801883,0.519515634,1,0.291111261,0.565965116,1,3.316375732,1,0.276492506,0.473066121,1,2.899398804,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.285006344,0.454423934,1,0.290863037,0.525205314,1,3.265869141,1,0.279149622,0.383642554,1,2.756332397,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.285352767,0.468730301,1,0.292882472,0.556286275,1,3.31149292,1,0.277823031,0.381174326,1,2.731689453,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.289609075,0.486656547,1,0.291651815,0.519119561,1,3.261825562,1,0.287566364,0.454193503,1,2.858108521,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.281102091,0.453770459,1,0.283198267,0.515053988,1,3.24005127,1,0.279005915,0.39248696,1,2.758422852,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457280,0.285328805,0.46600163,1,0.282915294,0.525801897,1,3.270797729,1,0.287742287,0.406201333,1,2.734329224,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.288383096,0.482761532,1,0.295998633,0.56291616,1,3.328689575,1,0.28076756,0.402606905,1,2.73248291,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.289116353,0.503470302,1,0.300603807,0.564892948,1,3.302932739,1,0.277628899,0.442047626,1,2.804000854,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.285319269,0.497304618,1,0.290630013,0.535095811,1,3.269363403,1,0.280008554,0.459513426,1,2.798629761,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.288227856,0.497088134,1,0.299266636,0.550708473,1,3.27947998,1,0.277189106,0.443467796,1,2.779998779,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.293035805,0.457911491,1,0.29713428,0.556409717,1,3.275543213,1,0.2889373,0.359413296,1,2.701782227,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.288601756,0.426073909,1,0.295688599,0.430074364,1,3.082168579,1,0.281514913,0.422073483,1,2.733093262,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.30177635,0.3844769,1,0.318097115,0.361212134,1,2.959945679,1,0.285455614,0.407741666,1,2.689819336,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457344,0.28606987,0.478199661,1,0.28865239,0.557186306,1,3.284744263,1,0.28348735,0.399212986,1,2.699645996,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.282398701,0.436997294,1,0.288316369,0.493615299,1,3.163650513,1,0.276481003,0.38037926,1,2.649887085,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.284943283,0.424049884,1,0.288770944,0.472876698,1,3.157684326,1,0.281115651,0.37522307,1,2.64074707,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.285234749,0.420356929,1,0.289914787,0.466947854,1,3.120300293,1,0.280554742,0.373765975,1,2.657836914,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.287968576,0.424665511,1,0.292341322,0.414148688,1,3.047927856,1,0.2835958,0.435182363,1,2.717376709,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.285794556,0.456959307,1,0.285087258,0.497921139,1,3.178070068,1,0.286501884,0.415997505,1,2.693939209,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.284800261,0.482713342,1,0.282588542,0.520478606,1,3.196350098,1,0.287011981,0.444948107,1,2.755065918,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457472,0.286579788,0.473315448,1,0.291125476,0.509769857,1,3.191238403,1,0.282034129,0.436861038,1,2.742279053,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.278886676,0.472809911,1,0.278777957,0.524701118,1,3.207122803,1,0.278995395,0.420918733,1,2.698486328,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.281481504,0.452526122,1,0.282668501,0.468989879,1,3.125869751,1,0.280294538,0.436062366,1,2.737869263,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.289089262,0.48363471,1,0.294597268,0.552725494,1,3.250030518,1,0.283581227,0.414543927,1,2.683929443,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.284203529,0.437873065,1,0.289652675,0.488371074,1,3.163085938,1,0.278754354,0.387375057,1,2.639770508,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.281312823,0.465806603,1,0.279226661,0.498466223,1,3.166793823,1,0.283399016,0.433147013,1,2.729949951,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.278511405,0.450548917,1,0.276884913,0.483715564,1,3.12059021,1,0.280137897,0.41738227,1,2.718215942,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.289986491,0.500554979,1,0.292943209,0.567442775,1,3.282867432,1,0.287029803,0.433667213,1,2.75378418,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457536,0.287712514,0.491488695,1,0.289993167,0.533275247,1,3.20753479,1,0.285431832,0.449702173,1,2.790039063,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457600,0.281883419,0.416527867,1,0.275105745,0.437675685,1,3.070281982,1,0.288661093,0.39538002,1,2.6665802,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457600,0.284775764,0.41160512,1,0.284474015,0.426664382,1,3.054336548,1,0.285077512,0.396545857,1,2.660766602,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457600,0.283564627,0.482586622,1,0.283928722,0.516137302,1,3.203308105,1,0.283200502,0.449035972,1,2.762710571,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457600,0.282605201,0.46843195,1,0.288345397,0.529016852,1,3.203277588,1,0.276865005,0.407847047,1,2.694335938,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457600,0.286524922,0.472602189,1,0.289139479,0.536425889,1,3.226486206,1,0.283910364,0.408778489,1,2.701904297,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602457600,0.288264036,0.457420051,1,0.294044673,0.537492633,1,3.258956909,1,0.282483369,0.377347469,1,2.703964233,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,8,1,2,7,target_distractor,pitet-colom,right
602460480,0.485968053,0.480358541,1,0.488544941,0.50683099,1,3.15512085,1,0.483391196,0.453886062,1,2.704742432,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460480,0.483525753,0.478039265,1,0.485280454,0.550544679,1,3.231018066,1,0.481771022,0.40553388,1,2.591217041,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460480,0.48530376,0.507135332,1,0.493603408,0.536546648,1,3.207733154,1,0.477004141,0.477724016,1,2.778869629,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460480,0.481117725,0.533931017,1,0.484871984,0.556390226,1,3.203155518,1,0.477363497,0.511471868,1,2.836914063,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460480,0.48438561,0.447281539,1,0.488261461,0.432442933,1,3.025405884,1,0.480509788,0.462120175,1,2.734176636,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460480,0.48364532,0.477491081,1,0.490130693,0.494957417,1,3.151123047,1,0.477159947,0.460024774,1,2.748184204,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.48691389,0.495359987,1,0.489862859,0.545856833,1,3.181182861,1,0.48396492,0.444863141,1,2.715270996,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.492839158,0.495114595,1,0.490918577,0.562655568,1,3.258407593,1,0.494759738,0.427573621,1,2.704803467,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.486788511,0.510350704,1,0.484817386,0.540749013,1,3.21546936,1,0.488759607,0.479952395,1,2.75328064,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.487735987,0.482309788,1,0.48751536,0.546078563,1,3.195983887,1,0.487956613,0.418541014,1,2.666641235,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.487368464,0.443099409,1,0.482722849,0.489146978,1,3.139297485,1,0.49201411,0.397051841,1,2.651687622,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.471607149,0.398568451,1,0.476975083,0.409485549,1,3.112701416,1,0.466239244,0.387651324,1,2.619415283,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.475981742,0.479605258,1,0.484916091,0.553297281,1,3.245269775,1,0.467047393,0.405913264,1,2.660980225,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460544,0.484700859,0.493848443,1,0.479301691,0.547932446,1,3.267974854,1,0.490099996,0.43976447,1,2.71836853,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.480965376,0.440792799,1,0.490800858,0.487222075,1,3.173568726,1,0.471129864,0.394363493,1,2.588256836,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.488245696,0.444695055,1,0.489991486,0.447599143,1,3.08757019,1,0.486499906,0.441790998,1,2.75340271,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.486946762,0.5163486,1,0.489429623,0.542919338,1,3.265319824,1,0.484463871,0.489777923,1,2.829803467,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.494087577,0.502632618,1,0.489257783,0.520469844,1,3.247955322,1,0.498917401,0.484795362,1,2.845123291,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.493318588,0.4695732,1,0.494308293,0.447329968,1,3.104598999,1,0.492328882,0.491816401,1,2.885482788,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.494699955,0.445112526,1,0.492302984,0.449547023,1,3.087966919,1,0.497096896,0.44067806,1,2.792953491,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.492507935,0.492407352,1,0.497925669,0.49207902,1,3.167053223,1,0.48709017,0.492735684,1,2.890808105,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460608,0.482959867,0.514480293,1,0.481518447,0.515237451,1,3.261291504,1,0.484401315,0.513723135,1,2.948471069,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.485930324,0.486586124,1,0.489165723,0.468967199,1,3.140991211,1,0.482694954,0.504205048,1,2.868225098,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.490261495,0.505308628,1,0.488935113,0.529954314,1,3.265426636,1,0.491587877,0.480662942,1,2.852279663,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.489709377,0.484892696,1,0.491440028,0.50506413,1,3.221496582,1,0.487978697,0.464721262,1,2.841064453,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.493042946,0.478385478,1,0.488395542,0.545111537,1,3.270767212,1,0.49769038,0.41165942,1,2.738113403,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.49379614,0.488280356,1,0.491920114,0.510646284,1,3.237533569,1,0.495672166,0.465914428,1,2.844985962,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.489440739,0.512187839,1,0.487392843,0.563323438,1,3.309463501,1,0.491488606,0.461052269,1,2.825912476,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.488233984,0.498909593,1,0.488138467,0.534672499,1,3.278305054,1,0.48832947,0.463146687,1,2.793304443,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460672,0.487207532,0.484887004,1,0.488796353,0.518381417,1,3.281234741,1,0.485618711,0.451392591,1,2.802215576,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460736,0.48333168,0.472489536,1,0.483841121,0.547403872,1,3.28578186,1,0.482822269,0.39757517,1,2.699829102,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460736,0.491413325,0.405674398,1,0.499072701,0.405340344,1,3.059921265,1,0.483753949,0.406008452,1,2.724685669,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460736,0.484027326,0.481718063,1,0.489259094,0.506913245,1,3.282958984,1,0.478795588,0.456522912,1,2.836349487,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
602460736,0.483334869,0.465394855,1,0.493540436,0.490312338,1,3.234695435,1,0.473129302,0.440477401,1,2.816955566,1,4,51273,23/02/2017,female,2019-06-19_15-57,cat,2,22,2,1,3,prime,pilota,NA
