SystemTimeStamp,meanX,meanY,meanValidity,lX,lY,lV,lPupil,lPupilV,rX,rY,rV,rPupil,rPupilV,participant,dateBirth,sex,dateTest,language,list,trial,trialID,trialType,getter,phase,stimulus,locationTarget
2.095724e+11,NaN,NaN,0.5,0.5239519,-0.6408151,1,2.515686,1,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095724e+11,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0.5,0.5607346,-0.7925306,1,2.585464,1,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0.5,0.5565558,-0.6043473,1,2.405167,1,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0.5,0.5221435,-0.6146758,1,2.392151,1,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0.5,0.5419276,-0.8184659,1,2.570175,1,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
2.095725e+11,NaN,NaN,0.5,0.5478499,-0.6702476,1,2.439316,1,NaN,NaN,0,NaN,0,011,2017-06-26,f,2019-09-30_18-53,spa,1,1,30,unrelated,6,baseline,tenedor,center
