SystemTimeStamp,meanX,meanY,meanValidity,lX,lY,lV,lPupil,lPupilV,rX,rY,rV,rPupil,rPupilV,language,list,numtrial_lista,trial,process,extra
107941000,0.4851444959641,0.5175099372864,1,0.4814256429672,0.4949333071709,1,3.497512817383,1,0.4888633191586,0.5400866270065,1,3.416442871094,1,spa,1,7,1,PRIMEIMAGE,zapato
107941008,0.4837761223316,0.4770356416702,1,0.4841355085373,0.4263973534107,1,3.369522094727,1,0.4834167361259,0.5276739597321,1,3.364776611328,1,spa,1,7,1,PRIMEIMAGE,zapato
107941016,0.4828028380871,0.4835175871849,1,0.4835385978222,0.4149018228054,1,3.325836181641,1,0.482067078352,0.5521333217621,1,3.397796630859,1,spa,1,7,1,PRIMEIMAGE,zapato
107941040,0.4843900203705,0.4549996852875,1,0.4805545508862,0.468505769968,1,3.46076965332,1,0.4882254898548,0.4414936304092,1,3.241500854492,1,spa,1,7,1,PRIMEIMAGE,zapato
107941048,0.4827753007412,0.5187472105026,1,0.4863390624523,0.4754395186901,1,3.477249145508,1,0.4792115390301,0.5620549321175,1,3.410110473633,1,spa,1,7,1,PRIMEIMAGE,zapato
107941056,0.4900526404381,0.4743583798409,1,0.4849475026131,0.4824553132057,1,3.50325012207,1,0.4951577782631,0.4662614762783,1,3.370666503906,1,spa,1,7,1,PRIMEIMAGE,zapato
107941064,0.4834158420563,0.5327309370041,1,0.4835900068283,0.5043924450874,1,3.542892456055,1,0.4832416474819,0.5610694885254,1,3.447967529297,1,spa,1,7,1,PRIMEIMAGE,zapato
107941072,0.4804801344872,0.5377250313759,1,0.47995698452,0.4853930473328,1,3.513473510742,1,0.481003254652,0.590057015419,1,3.470230102539,1,spa,1,7,1,PRIMEIMAGE,zapato
107941080,0.484929561615,0.5033369660378,1,0.4838892817497,0.5105701684952,1,3.57014465332,1,0.4859698116779,0.4961037933826,1,3.397216796875,1,spa,1,7,1,PRIMEIMAGE,zapato
107941088,0.4855591952801,0.474071085453,1,0.4833143949509,0.4479769468307,1,3.431838989258,1,0.4878039956093,0.5001652240753,1,3.426666259766,1,spa,1,7,1,PRIMEIMAGE,zapato
107941096,0.4864130318165,0.5145207643509,1,0.4845165014267,0.4741429388523,1,3.49787902832,1,0.4883095622063,0.5548986196518,1,3.430191040039,1,spa,1,7,1,PRIMEIMAGE,zapato
107941104,0.4873460531235,0.5015558004379,1,0.4841779768467,0.4960979521275,1,3.572860717773,1,0.4905140995979,0.5070136189461,1,3.53288269043,1,spa,1,7,1,PRIMEIMAGE,zapato
107941112,0.486904501915,0.5006926059723,1,0.4827078580856,0.5117601752281,1,3.595840454102,1,0.491101115942,0.4896249771118,1,3.418563842773,1,spa,1,7,1,PRIMEIMAGE,zapato
107941120,0.484974861145,0.479046434164,1,0.4836071133614,0.464298248291,1,3.470306396484,1,0.4863425791264,0.4937946200371,1,3.587158203125,1,spa,1,7,1,PRIMEIMAGE,zapato
107941128,0.4900644719601,0.497288942337,1,0.487729370594,0.5185233950615,1,3.622482299805,1,0.4923995733261,0.4760545194149,1,3.485427856445,1,spa,1,7,1,PRIMEIMAGE,zapato
107941136,0.483491897583,0.4987676143646,1,0.4801008701324,0.5065343379974,1,3.58332824707,1,0.4868829548359,0.4910008609295,1,3.637222290039,1,spa,1,7,1,PRIMEIMAGE,zapato
107941144,0.4857444763184,0.4950927495956,1,0.4808835983276,0.479443281889,1,3.526290893555,1,0.4906053543091,0.5107422471046,1,3.587692260742,1,spa,1,7,1,PRIMEIMAGE,zapato
107941152,0.4827437400818,0.4738515615463,1,0.4817253053188,0.4570508301258,1,3.483322143555,1,0.4837622046471,0.4906522631645,1,3.611404418945,1,spa,1,7,1,PRIMEIMAGE,zapato
107941160,0.4851529896259,0.4986629486084,1,0.4805693030357,0.4958777725697,1,3.567428588867,1,0.4897366762161,0.5014480948448,1,3.611801147461,1,spa,1,7,1,PRIMEIMAGE,zapato
107941168,0.4846377670765,0.4994307160378,1,0.4821290373802,0.4800606369972,1,3.513961791992,1,0.4871464967728,0.5188007950783,1,3.600708007813,1,spa,1,7,1,PRIMEIMAGE,zapato
107941176,0.486231148243,0.5086462497711,1,0.4816072583199,0.5133286118507,1,3.574935913086,1,0.4908550083637,0.5039638876915,1,3.649658203125,1,spa,1,7,1,PRIMEIMAGE,zapato
107941184,0.485329002142,0.4979149103165,1,0.4827759563923,0.4666077792645,1,3.487197875977,1,0.4878820478916,0.5292220711708,1,3.637222290039,1,spa,1,7,1,PRIMEIMAGE,zapato
107941192,0.4867463707924,0.5165618658066,1,0.4824492037296,0.5042331814766,1,3.571960449219,1,0.4910435676575,0.5288904905319,1,3.67919921875,1,spa,1,7,1,PRIMEIMAGE,zapato
107941200,0.4862732887268,0.4408739507198,1,0.4829830229282,0.4699424803257,1,3.488739013672,1,0.4895635843277,0.411805421114,1,3.16667175293,1,spa,1,7,1,PRIMEIMAGE,zapato
107941208,0.4837899804115,0.4383184611797,1,0.4846987426281,0.4696772396564,1,3.493133544922,1,0.4828811883926,0.406959682703,1,3.139587402344,1,spa,1,7,1,PRIMEIMAGE,zapato
107941216,0.4886958301067,0.4966177344322,1,0.4832807779312,0.4324432015419,1,3.409896850586,1,0.4941108822823,0.5607922673225,1,3.519744873047,1,spa,1,7,1,PRIMEIMAGE,zapato
107941224,0.4874765276909,0.5046501159668,1,0.4785909950733,0.5102356076241,1,3.591995239258,1,0.4963620603085,0.4990646839142,1,3.625900268555,1,spa,1,7,1,PRIMEIMAGE,zapato
107941232,0.485060274601,0.5144147872925,1,0.4843115508556,0.4978216290474,1,3.762023925781,1,0.4858090281487,0.5310079455376,1,3.630401611328,1,spa,1,7,1,PRIMEIMAGE,zapato
107941240,0.4852135181427,0.5107018947601,1,0.4812018871307,0.4996221661568,1,3.554138183594,1,0.489225178957,0.5217816829681,1,3.669723510742,1,spa,1,7,1,PRIMEIMAGE,zapato
107941248,0.4828555583954,0.5064499974251,1,0.4803497493267,0.499384611845,1,3.568832397461,1,0.4853613674641,0.5135153532028,1,3.649047851563,1,spa,1,7,1,PRIMEIMAGE,zapato
107941256,0.4798707067966,0.4911957383156,1,0.4741481542587,0.4777533113956,1,3.535095214844,1,0.4855932593346,0.5046381950378,1,3.605667114258,1,spa,1,7,1,PRIMEIMAGE,zapato
107941264,0.4834418296814,0.4949685335159,1,0.4779871702194,0.4536551833153,1,3.650115966797,1,0.4888964891434,0.5362818837166,1,3.639801025391,1,spa,1,7,1,PRIMEIMAGE,zapato
107941272,0.4900212287903,0.4944273233414,1,0.4835812449455,0.4860127568245,1,3.555770874023,1,0.496461212635,0.5028418898582,1,3.579925537109,1,spa,1,7,1,PRIMEIMAGE,zapato
107941280,0.4846296906471,0.5063145756721,1,0.4782537817955,0.497024089098,1,3.570907592773,1,0.4910055696964,0.515605032444,1,3.59342956543,1,spa,1,7,1,PRIMEIMAGE,zapato
107941288,0.4810185432434,0.4646614789963,1,0.4775297939777,0.4278338253498,1,3.397537231445,1,0.4845072627068,0.5014891028404,1,3.597152709961,1,spa,1,7,1,PRIMEIMAGE,zapato
107941296,0.4849127531052,0.4632340967655,1,0.4846292436123,0.3833588957787,1,3.301498413086,1,0.4851962924004,0.5431092977524,1,3.625946044922,1,spa,1,7,1,PRIMEIMAGE,zapato
107941304,0.4838138520718,0.4876450896263,1,0.4797561764717,0.4613462090492,1,3.474670410156,1,0.4878715276718,0.5139439702034,1,3.62419128418,1,spa,1,7,1,PRIMEIMAGE,zapato
107941312,0.4834035634995,0.4720511436462,1,0.4797267913818,0.4406908154488,1,3.659072875977,1,0.4870803654194,0.5034114718437,1,3.643127441406,1,spa,1,7,1,PRIMEIMAGE,zapato
107941320,0.4838268458843,0.4302246570587,1,0.4792700707912,0.3454544842243,1,3.432952880859,1,0.4883836209774,0.5149948596954,1,3.617691040039,1,spa,1,7,1,PRIMEIMAGE,zapato
107941328,0.4815780222416,0.4691426753998,1,0.4782283008099,0.3989623486996,1,3.53352355957,1,0.4849277436733,0.5393230319023,1,3.609588623047,1,spa,1,7,1,PRIMEIMAGE,zapato
107941336,0.4842665195465,0.507995724678,1,0.4834915697575,0.5084710717201,1,3.567657470703,1,0.4850414395332,0.5075204372406,1,3.658752441406,1,spa,1,7,1,PRIMEIMAGE,zapato
107941344,0.4869799911976,0.5054598450661,1,0.483543753624,0.4842048883438,1,3.5234375,1,0.4904162287712,0.5267148017883,1,3.65251159668,1,spa,1,7,1,PRIMEIMAGE,zapato
107941352,0.4828274846077,0.4961562156677,1,0.4787138402462,0.4859617054462,1,3.523254394531,1,0.4869411587715,0.5063506960869,1,3.662521362305,1,spa,1,7,1,PRIMEIMAGE,zapato
107941360,0.4850219488144,0.5001802444458,1,0.4820187389851,0.4828501343727,1,3.507659912109,1,0.488025188446,0.5175102949142,1,3.609191894531,1,spa,1,7,1,PRIMEIMAGE,zapato
107941368,0.4889989495277,0.4859898388386,1,0.489514529705,0.4531794190407,1,3.417236328125,1,0.4884833395481,0.5188002586365,1,3.630340576172,1,spa,1,7,1,PRIMEIMAGE,zapato
107941384,0.4868610501289,0.4921470880508,1,0.4863349497318,0.5007109045982,1,3.532028198242,1,0.4873871803284,0.4835833013058,1,3.655685424805,1,spa,1,7,1,PRIMEIMAGE,zapato
107941392,0.4866530895233,0.4991735816002,1,0.4862357676029,0.5023972392082,1,3.51252746582,1,0.487070441246,0.4959499239922,1,3.638916015625,1,spa,1,7,1,PRIMEIMAGE,zapato
107941400,0.4888833761215,0.4837604165077,1,0.4860408008099,0.4616902470589,1,3.434753417969,1,0.4917259812355,0.5058305859566,1,3.589431762695,1,spa,1,7,1,PRIMEIMAGE,zapato
107941408,0.4861434400082,0.494147002697,1,0.4843054413795,0.4912975728512,1,3.48698425293,1,0.4879814386368,0.4969964027405,1,3.599792480469,1,spa,1,7,1,PRIMEIMAGE,zapato
107941416,0.488099694252,0.4685634970665,1,0.4858595132828,0.4499245285988,1,3.379425048828,1,0.4903398752213,0.4872024357319,1,3.598861694336,1,spa,1,7,1,PRIMEIMAGE,zapato
107941424,0.4832406640053,0.4944663047791,1,0.4792609512806,0.4950060248375,1,3.470199584961,1,0.48722037673,0.4939265549183,1,3.626556396484,1,spa,1,7,1,PRIMEIMAGE,zapato
107941432,0.4892117977142,0.4708914160728,1,0.4818295538425,0.4902518093586,1,3.473678588867,1,0.4965940415859,0.4515310525894,1,3.526977539063,1,spa,1,7,1,PRIMEIMAGE,zapato
107941440,0.4857400655746,0.4973822832108,1,0.4845988154411,0.4871474802494,1,3.457992553711,1,0.4868812859058,0.5076170563698,1,3.563629150391,1,spa,1,7,1,PRIMEIMAGE,zapato
107941448,0.483313024044,0.4902507066727,1,0.486200094223,0.4826063513756,1,3.443878173828,1,0.4804259240627,0.4978950917721,1,3.604583740234,1,spa,1,7,1,PRIMEIMAGE,zapato
107941456,0.4834164977074,0.5032668709755,1,0.4821349084377,0.5063683986664,1,3.491943359375,1,0.4846980571747,0.5001653432846,1,3.595306396484,1,spa,1,7,1,PRIMEIMAGE,zapato
107941464,,,0.5,0.4797611832619,0.4285668134689,1,3.295806884766,1,,,0,,0,spa,1,7,1,PRIMEIMAGE,zapato
107941472,0.485888838768,0.5014883875847,1,0.4864477217197,0.5155711174011,1,3.508255004883,1,0.4853299558163,0.4874056577682,1,3.423889160156,1,spa,1,7,1,PRIMEIMAGE,zapato
107941480,0.4838478863239,0.494275033474,1,0.4823584258556,0.4791319668293,1,3.425964355469,1,0.4853373467922,0.509418129921,1,3.506927490234,1,spa,1,7,1,PRIMEIMAGE,zapato
107941488,0.4860870540142,0.5248151421547,1,0.4835973083973,0.4957246482372,1,3.460586547852,1,0.4885767996311,0.5539056062698,1,3.365936279297,1,spa,1,7,1,PRIMEIMAGE,zapato
107941496,0.4854114055634,0.5129418373108,1,0.48333132267,0.4597514271736,1,3.382568359375,1,0.4874914586544,0.5661323070526,1,3.399551391602,1,spa,1,7,1,PRIMEIMAGE,zapato
107941504,0.4842400848866,0.5389347076416,1,0.4816499054432,0.5044833421707,1,3.453521728516,1,0.4868302643299,0.5733861327171,1,3.412124633789,1,spa,1,7,1,PRIMEIMAGE,zapato
107941512,0.4854011833668,0.5234870910645,1,0.4821731448174,0.4737317860126,1,3.437316894531,1,0.4886292219162,0.5732424259186,1,3.423904418945,1,spa,1,7,1,PRIMEIMAGE,zapato
107941528,0.4874528050423,0.5129093527794,1,0.4840268194675,0.4885469973087,1,3.444381713867,1,0.4908788204193,0.5372716784477,1,3.359725952148,1,spa,1,7,1,PRIMEIMAGE,zapato
107941536,0.4828016161919,0.5276612043381,1,0.4794143140316,0.4937154650688,1,3.453155517578,1,0.4861888885498,0.5616068840027,1,3.464950561523,1,spa,1,7,1,PRIMEIMAGE,zapato
107941544,0.4839236140251,0.5065237283707,1,0.4839183092117,0.4846338927746,1,3.461441040039,1,0.4839288890362,0.5284135937691,1,3.432250976563,1,spa,1,7,1,PRIMEIMAGE,zapato
107941552,0.4846596121788,0.5000584125519,1,0.4842498898506,0.4730468392372,1,3.401748657227,1,0.485069334507,0.5270700454712,1,3.43879699707,1,spa,1,7,1,PRIMEIMAGE,zapato
107941560,0.4832510352135,0.5213298797607,1,0.4811884462833,0.5007231831551,1,3.467071533203,1,0.4853136539459,0.5419365167618,1,3.463302612305,1,spa,1,7,1,PRIMEIMAGE,zapato
107941568,0.487540781498,0.5073015093803,1,0.4850674569607,0.4918451011181,1,3.470397949219,1,0.4900141060352,0.5227579474449,1,3.430587768555,1,spa,1,7,1,PRIMEIMAGE,zapato
107941576,0.4839705824852,0.4924999475479,1,0.4836918115616,0.4837949872017,1,3.44580078125,1,0.4842493534088,0.5012049078941,1,3.417633056641,1,spa,1,7,1,PRIMEIMAGE,zapato
107941584,0.4829831719398,0.4966767430305,1,0.4827076196671,0.4580745697021,1,3.375015258789,1,0.4832586944103,0.5352789163589,1,3.451324462891,1,spa,1,7,1,PRIMEIMAGE,zapato
107941592,0.4849789738655,0.4912562966347,1,0.4829977750778,0.4810512363911,1,3.417892456055,1,0.4869601428509,0.501461327076,1,3.402847290039,1,spa,1,7,1,PRIMEIMAGE,zapato
107941600,0.4876435995102,0.5036791563034,1,0.48963367939,0.488976329565,1,3.434997558594,1,0.4856535196304,0.5183819532394,1,3.451629638672,1,spa,1,7,1,PRIMEIMAGE,zapato
107941608,0.4818545281887,0.5166277289391,1,0.4829836189747,0.501314997673,1,3.458465576172,1,0.4807254374027,0.5319404602051,1,3.479049682617,1,spa,1,7,1,PRIMEIMAGE,zapato
107941616,0.4875577092171,0.5128346681595,1,0.4896312654018,0.5204091668129,1,3.512252807617,1,0.48548412323,0.5052601695061,1,3.40251159668,1,spa,1,7,1,PRIMEIMAGE,zapato
107941624,0.4867300987244,0.5037134289742,1,0.4836714267731,0.5098500847816,1,3.486297607422,1,0.489788800478,0.4975767731667,1,3.379119873047,1,spa,1,7,1,PRIMEIMAGE,zapato
107941632,0.4861279129982,0.5037230849266,1,0.4843366146088,0.4946319162846,1,3.445831298828,1,0.4879191815853,0.512814283371,1,3.460403442383,1,spa,1,7,1,PRIMEIMAGE,zapato
107941640,0.4853721857071,0.5058032274246,1,0.4840849936008,0.4936185479164,1,3.45751953125,1,0.486659348011,0.5179879069328,1,3.454391479492,1,spa,1,7,1,PRIMEIMAGE,zapato
107941648,0.4831470251083,0.4593573212624,1,0.482543438673,0.4197822809219,1,3.285766601563,1,0.4837506115437,0.4989323616028,1,3.456451416016,1,spa,1,7,1,PRIMEIMAGE,zapato
107941656,0.4836541712284,0.4683444499969,1,0.4809418618679,0.4410842657089,1,3.344055175781,1,0.4863664805889,0.4956046640873,1,3.420211791992,1,spa,1,7,1,PRIMEIMAGE,zapato
107941664,0.4869603514671,0.4998050928116,1,0.4896463751793,0.5032764077187,1,3.488143920898,1,0.484274327755,0.4963338077068,1,3.413833618164,1,spa,1,7,1,PRIMEIMAGE,zapato
107941672,0.4878526329994,0.4785521924496,1,0.4881154596806,0.4542507529259,1,3.358276367188,1,0.4875898361206,0.5028536319733,1,3.473617553711,1,spa,1,7,1,PRIMEIMAGE,zapato
107941680,0.4862138032913,0.471047192812,1,0.4835969507694,0.4554210007191,1,3.374282836914,1,0.4888306856155,0.4866733849049,1,3.415557861328,1,spa,1,7,1,PRIMEIMAGE,zapato
107941688,0.4850451648235,0.517783164978,1,0.4839105904102,0.5069566965103,1,3.486968994141,1,0.4861797392368,0.5286096334457,1,3.479949951172,1,spa,1,7,1,PRIMEIMAGE,zapato
107941696,0.4852017760277,0.5283351540565,1,0.4849049150944,0.515257537365,1,3.50244140625,1,0.4854986071587,0.5414127707481,1,3.494583129883,1,spa,1,7,1,PRIMEIMAGE,zapato
107941704,0.4848812818527,0.5063161253929,1,0.4829339981079,0.483645349741,1,3.43896484375,1,0.4868285357952,0.5289869308472,1,3.489486694336,1,spa,1,7,1,PRIMEIMAGE,zapato
107941712,0.4902650713921,0.4911658763885,1,0.4888740777969,0.499245673418,1,3.455474853516,1,0.4916560649872,0.4830860495567,1,3.472702026367,1,spa,1,7,1,PRIMEIMAGE,zapato
107941728,0.4880398213863,0.4939853549004,1,0.485426992178,0.4908851087093,1,3.443405151367,1,0.4906526505947,0.4970856308937,1,3.432815551758,1,spa,1,7,1,PRIMEIMAGE,zapato
107941736,0.4855501055717,0.4751702547073,1,0.4811795651913,0.4736668467522,1,3.425384521484,1,0.4899206459522,0.4766736626625,1,3.372665405273,1,spa,1,7,1,PRIMEIMAGE,zapato
107941744,0.4859905838966,0.4883971810341,1,0.4838239252567,0.4767616689205,1,3.41828918457,1,0.4881572127342,0.50003272295,1,3.443771362305,1,spa,1,7,1,PRIMEIMAGE,zapato
107941752,0.4901567399502,0.4613932967186,1,0.4895859956741,0.4347255825996,1,3.32194519043,1,0.4907274842262,0.4880610108376,1,3.426986694336,1,spa,1,7,1,PRIMEIMAGE,zapato
107941760,0.4896253943443,0.5032311081886,1,0.4874420464039,0.5020987391472,1,3.471481323242,1,0.4918087422848,0.5043634772301,1,3.420593261719,1,spa,1,7,1,PRIMEIMAGE,zapato
