SystemTimeStamp,meanX,meanY,meanValidity,lX,lY,lV,lPupil,lPupilV,rX,rY,rV,rPupil,rPupilV,language,list,numtrial_lista,trial,process,extra
107981800,0.4871104955673,0.4705637395382,1,0.4876888692379,0.4809383153915,1,3.872100830078,1,0.4865321516991,0.4601891636848,1,3.46418762207,1,spa,1,11,7,BLANK_AUDIO,audio
107981808,0.4861531257629,0.5112233161926,1,0.4832472503185,0.4973427951336,1,3.889282226563,1,0.489058971405,0.5251038074493,1,3.606948852539,1,spa,1,11,7,BLANK_AUDIO,audio
107981816,0.4872070550919,0.5068663358688,1,0.4873735308647,0.4893447756767,1,3.872650146484,1,0.4870405495167,0.5243879556656,1,3.638687133789,1,spa,1,11,7,BLANK_AUDIO,audio
107981824,0.48683822155,0.503910779953,1,0.4855900108814,0.4746290147305,1,3.844436645508,1,0.4880864620209,0.5331925749779,1,3.634658813477,1,spa,1,11,7,BLANK_AUDIO,audio
107981832,0.4855282306671,0.499018907547,1,0.4835425615311,0.5101011395454,1,3.906204223633,1,0.4875139296055,0.4879366457462,1,3.546661376953,1,spa,1,11,7,BLANK_AUDIO,audio
107981840,0.489271312952,0.5060289502144,1,0.4914322793484,0.4923793375492,1,3.914489746094,1,0.4871103465557,0.5196785926819,1,3.629501342773,1,spa,1,11,7,BLANK_AUDIO,audio
107981848,0.487477183342,0.511223256588,1,0.4888999462128,0.4968604147434,1,3.894592285156,1,0.4860543906689,0.5255860686302,1,3.612487792969,1,spa,1,11,7,BLANK_AUDIO,audio
107981856,0.4862603545189,0.5123854875565,1,0.4877268671989,0.5006264448166,1,3.9111328125,1,0.4847938418388,0.5241445302963,1,3.628616333008,1,spa,1,11,7,BLANK_AUDIO,audio
107981864,0.4863852262497,0.5085410475731,1,0.4850294589996,0.4976136982441,1,3.947372436523,1,0.4877409636974,0.5194683670998,1,3.633148193359,1,spa,1,11,7,BLANK_AUDIO,audio
107981872,0.4880882501602,0.4972400665283,1,0.4874654710293,0.4866758584976,1,3.898406982422,1,0.4887110590935,0.507804274559,1,3.598999023438,1,spa,1,11,7,BLANK_AUDIO,audio
107981880,0.4912408590317,0.5045040845871,1,0.4904781579971,0.4966364204884,1,3.921356201172,1,0.4920035898685,0.5123717188835,1,3.591812133789,1,spa,1,11,7,BLANK_AUDIO,audio
107981888,0.4866308569908,0.5065231919289,1,0.4884360432625,0.4809246957302,1,3.884658813477,1,0.4848256707191,0.5321217179298,1,3.658050537109,1,spa,1,11,7,BLANK_AUDIO,audio
107981896,0.4855980873108,0.5091122984886,1,0.4859093427658,0.497951477766,1,3.907913208008,1,0.4852868318558,0.5202731490135,1,3.622344970703,1,spa,1,11,7,BLANK_AUDIO,audio
107981912,0.485092997551,0.5126552581787,1,0.4865193665028,0.5034747719765,1,3.962020874023,1,0.4836666285992,0.5218358039856,1,3.636184692383,1,spa,1,11,7,BLANK_AUDIO,audio
107981920,0.4876311719418,0.5151182413101,1,0.4878557026386,0.5125688314438,1,3.974182128906,1,0.4874066412449,0.5176677107811,1,3.628707885742,1,spa,1,11,7,BLANK_AUDIO,audio
107981928,0.4858834147453,0.5340903401375,1,0.485781788826,0.5267317891121,1,3.981536865234,1,0.485985070467,0.5414488911629,1,3.671356201172,1,spa,1,11,7,BLANK_AUDIO,audio
107981936,0.4875616431236,0.5263614654541,1,0.4854559004307,0.5322583317757,1,3.981689453125,1,0.4896673560143,0.5204645395279,1,3.626647949219,1,spa,1,11,7,BLANK_AUDIO,audio
107981944,0.4883478283882,0.5311787128448,1,0.4892538189888,0.5154286026955,1,4.010757446289,1,0.48744186759,0.5469287633896,1,3.691696166992,1,spa,1,11,7,BLANK_AUDIO,audio
107981952,0.4872643351555,0.5230810642242,1,0.4868915379047,0.5251181125641,1,4.00520324707,1,0.4876371622086,0.5210439562798,1,3.656539916992,1,spa,1,11,7,BLANK_AUDIO,audio
107981960,0.4846754074097,0.5175919532776,1,0.482950180769,0.5251914858818,1,4.003616333008,1,0.4864006340504,0.5099924206734,1,3.616821289063,1,spa,1,11,7,BLANK_AUDIO,audio
107981968,0.4894208610058,0.5126007795334,1,0.4882818758488,0.5294631123543,1,3.97135925293,1,0.4905598461628,0.4957384467125,1,3.58528137207,1,spa,1,11,7,BLANK_AUDIO,audio
107981976,0.4872155189514,0.519876241684,1,0.4877147376537,0.5195152759552,1,4.003662109375,1,0.4867162704468,0.5202372670174,1,3.640853881836,1,spa,1,11,7,BLANK_AUDIO,audio
107981984,0.4898285865784,0.4988867640495,1,0.4881131350994,0.5208930373192,1,3.984451293945,1,0.4915440678596,0.4768805205822,1,3.566421508789,1,spa,1,11,7,BLANK_AUDIO,audio
107982000,0.4885871112347,0.5208113193512,1,0.4881102144718,0.5174919962883,1,3.973571777344,1,0.4890640079975,0.5241305828094,1,3.670608520508,1,spa,1,11,7,BLANK_AUDIO,audio
107982008,0.4890924692154,0.5245567560196,1,0.4913915097713,0.5238146781921,1,3.96028137207,1,0.4867934286594,0.5252988934517,1,3.678787231445,1,spa,1,11,7,BLANK_AUDIO,audio
107982016,0.4860887229443,0.5190173387527,1,0.483783274889,0.5062330365181,1,3.981231689453,1,0.4883941709995,0.5318016409874,1,3.684463500977,1,spa,1,11,7,BLANK_AUDIO,audio
107982024,0.4875090718269,0.5065042972565,1,0.4846207797527,0.5120766162872,1,3.961196899414,1,0.4903973639011,0.5009320378304,1,3.606750488281,1,spa,1,11,7,BLANK_AUDIO,audio
107982032,0.4886993765831,0.5179383158684,1,0.4916761517525,0.5069727301598,1,3.975524902344,1,0.4857225716114,0.528903901577,1,3.682098388672,1,spa,1,11,7,BLANK_AUDIO,audio
107982040,0.4871038794518,0.5146722793579,1,0.4878890812397,0.5065492987633,1,3.979354858398,1,0.4863187074661,0.5227952599525,1,3.659301757813,1,spa,1,11,7,BLANK_AUDIO,audio
107982048,0.4864139556885,0.5212502479553,1,0.4880534112453,0.5044111013412,1,3.998016357422,1,0.4847744703293,0.538089454174,1,3.711151123047,1,spa,1,11,7,BLANK_AUDIO,audio
107982056,0.4863897562027,0.5223578214645,1,0.4882760941982,0.5177480578423,1,3.965606689453,1,0.4845033884048,0.5269675850868,1,3.684112548828,1,spa,1,11,7,BLANK_AUDIO,audio
107982064,0.4881876111031,0.5151711702347,1,0.492916315794,0.5028616786003,1,3.997375488281,1,0.4834589064121,0.5274807214737,1,3.720794677734,1,spa,1,11,7,BLANK_AUDIO,audio
107982072,0.4902965426445,0.5179678201675,1,0.4926623106003,0.4974747300148,1,3.992431640625,1,0.4879307448864,0.5384608507156,1,3.719955444336,1,spa,1,11,7,BLANK_AUDIO,audio
107982080,0.4869939684868,0.5098868608475,1,0.486369997263,0.503802895546,1,4.005477905273,1,0.4876179397106,0.515970826149,1,3.678131103516,1,spa,1,11,7,BLANK_AUDIO,audio
107982088,0.4887180328369,0.5051124095917,1,0.4861710369587,0.5039688944817,1,4.001953125,1,0.4912650585175,0.5062559247017,1,3.643325805664,1,spa,1,11,7,BLANK_AUDIO,audio
107982096,0.488322198391,0.5201336145401,1,0.4852698743343,0.5120823383331,1,4.002044677734,1,0.4913744926453,0.5281848311424,1,3.72038269043,1,spa,1,11,7,BLANK_AUDIO,audio
107982104,0.4901657998562,0.5171344280243,1,0.4926426112652,0.4929795265198,1,4.017105102539,1,0.4876889884472,0.5412893295288,1,3.735961914063,1,spa,1,11,7,BLANK_AUDIO,audio
107982112,0.4856330156326,0.5152196884155,1,0.4859979152679,0.5044162869453,1,4.015838623047,1,0.485268086195,0.5260230302811,1,3.710708618164,1,spa,1,11,7,BLANK_AUDIO,audio
107982120,0.4861983060837,0.5211696624756,1,0.486481398344,0.5054356455803,1,4.001586914063,1,0.4859152138233,0.5369036793709,1,3.754257202148,1,spa,1,11,7,BLANK_AUDIO,audio
107982128,0.4868832230568,0.5188608765602,1,0.485664665699,0.5077601075172,1,4.012786865234,1,0.4881018102169,0.5299616456032,1,3.72624206543,1,spa,1,11,7,BLANK_AUDIO,audio
107982136,0.4862099587917,0.5166862010956,1,0.4875136613846,0.5012881159782,1,4.027984619141,1,0.4849062561989,0.5320842266083,1,3.73860168457,1,spa,1,11,7,BLANK_AUDIO,audio
107982144,0.4864075183868,0.5172802805901,1,0.4861064553261,0.5018298625946,1,4.034576416016,1,0.4867085516453,0.5327306985855,1,3.740310668945,1,spa,1,11,7,BLANK_AUDIO,audio
107982152,0.4892811477184,0.513967692852,1,0.4912370741367,0.5021094083786,1,4.041549682617,1,0.4873252213001,0.5258259773254,1,3.727081298828,1,spa,1,11,7,BLANK_AUDIO,audio
107982160,0.4862766861916,0.5231921672821,1,0.4886092841625,0.5087659358978,1,4.01448059082,1,0.4839440584183,0.5376183986664,1,3.764129638672,1,spa,1,11,7,BLANK_AUDIO,audio
107982168,0.4881445765495,0.5243942737579,1,0.4893011748791,0.5023255348206,1,4.017211914063,1,0.4869880080223,0.5464630723,1,3.765029907227,1,spa,1,11,7,BLANK_AUDIO,audio
107982176,0.4851261079311,0.5167182683945,1,0.4844733476639,0.5016045570374,1,4.027160644531,1,0.4857788681984,0.5318319797516,1,3.775924682617,1,spa,1,11,7,BLANK_AUDIO,audio
107982184,0.4883658885956,0.5026774406433,1,0.4832532405853,0.4896910190582,1,4.046173095703,1,0.4934785366058,0.5156638026237,1,3.726119995117,1,spa,1,11,7,BLANK_AUDIO,audio
107982192,0.4893965125084,0.5210480690002,1,0.4855713844299,0.504974603653,1,3.992156982422,1,0.4932216703892,0.5371214747429,1,3.769897460938,1,spa,1,11,7,BLANK_AUDIO,audio
107982200,0.4872362613678,0.5168527364731,1,0.4866779446602,0.4919781982899,1,3.991989135742,1,0.4877946078777,0.541727244854,1,3.777633666992,1,spa,1,11,7,BLANK_AUDIO,audio
107982208,0.4874573945999,0.5026849508286,1,0.4859602451324,0.4836978316307,1,3.984146118164,1,0.4889545738697,0.521672129631,1,3.749542236328,1,spa,1,11,7,BLANK_AUDIO,audio
107982216,0.4910715222359,0.5142758488655,1,0.4895448684692,0.5168026089668,1,4.026901245117,1,0.4925982058048,0.5117490887642,1,3.710983276367,1,spa,1,11,7,BLANK_AUDIO,audio
107982224,0.4914942383766,0.5064280033112,1,0.4908567667007,0.4952076077461,1,4.047225952148,1,0.4921317398548,0.5176483392715,1,3.742462158203,1,spa,1,11,7,BLANK_AUDIO,audio
107982232,0.4922576546669,0.5151461362839,1,0.4929532706738,0.5088918209076,1,4.049682617188,1,0.4915620684624,0.5214004516602,1,3.753494262695,1,spa,1,11,7,BLANK_AUDIO,audio
107982240,0.4904465079308,0.4981132745743,1,0.4877028763294,0.4880662858486,1,4.06559753418,1,0.4931901395321,0.5081602334976,1,3.715133666992,1,spa,1,11,7,BLANK_AUDIO,audio
107982248,0.4889763593674,0.5084961056709,1,0.4867081046104,0.5090742111206,1,4.05012512207,1,0.4912446439266,0.5079180002213,1,3.735702514648,1,spa,1,11,7,BLANK_AUDIO,audio
107982256,0.4905908405781,0.5202015042305,1,0.4889422357082,0.5030521154404,1,4.079696655273,1,0.4922394454479,0.5373508930206,1,3.79377746582,1,spa,1,11,7,BLANK_AUDIO,audio
107982264,0.4872618913651,0.5028678774834,1,0.4856167435646,0.479600161314,1,4.078750610352,1,0.4889070093632,0.5261355638504,1,3.776550292969,1,spa,1,11,7,BLANK_AUDIO,audio
107982272,0.4868415594101,0.5113869905472,1,0.4858936965466,0.5026409626007,1,4.088226318359,1,0.4877894222736,0.5201330184937,1,3.772720336914,1,spa,1,11,7,BLANK_AUDIO,audio
107982280,0.4873167574406,0.5117376446724,1,0.4873960316181,0.4956936538219,1,4.082229614258,1,0.487237483263,0.5277816057205,1,3.779144287109,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982288,0.4875162243843,0.5174563527107,1,0.4887937605381,0.5106284618378,1,4.104782104492,1,0.4862387180328,0.5242842435837,1,3.780059814453,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982296,0.4861958324909,0.5194360017776,1,0.4862576723099,0.5072472691536,1,4.097229003906,1,0.486133992672,0.5316247344017,1,3.786682128906,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982304,0.4913808107376,0.51828789711,1,0.4909515380859,0.5060545802116,1,4.091278076172,1,0.4918101131916,0.5305212140083,1,3.788299560547,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982312,0.4883626103401,0.5183347463608,1,0.4916437268257,0.5000635385513,1,4.091598510742,1,0.4850814938545,0.5366058945656,1,3.787796020508,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982320,0.4893006086349,0.5234321951866,1,0.4919128119946,0.5121628046036,1,4.105865478516,1,0.4866884350777,0.5347015857697,1,3.788330078125,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982328,0.4925583004951,0.5227574110031,1,0.4951313734055,0.5108962059021,1,4.106307983398,1,0.4899852275848,0.5346186161041,1,3.787094116211,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982344,0.4914539754391,0.5081973075867,1,0.49172565341,0.5102538466454,1,4.103164672852,1,0.4911822974682,0.5061407089233,1,3.724853515625,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982352,0.4864926934242,0.5135475993156,1,0.4858666360378,0.5003941059113,1,4.098052978516,1,0.4871187508106,0.52670109272,1,3.768676757813,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982360,0.4883114993572,0.5263291597366,1,0.4892685115337,0.5062626004219,1,4.090240478516,1,0.4873544871807,0.5463957190514,1,3.813858032227,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982368,0.4871423840523,0.5222043395042,1,0.4898590743542,0.5045167207718,1,4.068206787109,1,0.4844257235527,0.5398919582367,1,3.787673950195,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982376,0.486088424921,0.5131193399429,1,0.4873580336571,0.4929026663303,1,4.042724609375,1,0.484818816185,0.5333360433578,1,3.774703979492,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982384,0.4915172755718,0.5108557343483,1,0.4913278222084,0.5059721469879,1,4.030456542969,1,0.4917067289352,0.5157393217087,1,3.709457397461,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982400,0.4886714816093,0.5134199857712,1,0.4916370511055,0.5005099177361,1,4.058334350586,1,0.4857059419155,0.5263301134109,1,3.750930786133,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982408,0.4908524155617,0.5207151174545,1,0.4951435625553,0.5022715330124,1,4.031921386719,1,0.4865612983704,0.539158642292,1,3.754119873047,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982416,0.4910595417023,0.5177307724953,1,0.4932977557182,0.515671312809,1,4.007125854492,1,0.488821297884,0.5197902321815,1,3.709106445313,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982424,0.4890167713165,0.5191841125488,1,0.4871749579906,0.5079329013824,1,4.009552001953,1,0.4908586144447,0.5304352641106,1,3.717376708984,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982432,0.4903333485126,0.5026713013649,1,0.4940042197704,0.4870463311672,1,4.015823364258,1,0.4866624772549,0.5182962417603,1,3.681686401367,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982440,0.4910865426064,0.5126872062683,1,0.4907339513302,0.4996500313282,1,4.015197753906,1,0.4914391040802,0.5257244110107,1,3.712112426758,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982448,0.491145670414,0.5082162618637,1,0.4857917428017,0.5118780732155,1,4.01530456543,1,0.4964996278286,0.5045543909073,1,3.657958984375,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982456,0.4903444647789,0.5138417482376,1,0.4895413815975,0.505709707737,1,4.013320922852,1,0.491147518158,0.5219737887383,1,3.682312011719,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982464,0.4889392256737,0.5271654129028,1,0.4919065237045,0.5055106878281,1,4.051422119141,1,0.4859719574451,0.5488201379776,1,3.732315063477,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982472,0.4893388152122,0.5134834051132,1,0.4902519583702,0.5016788244247,1,4.031951904297,1,0.4884257018566,0.5252880454063,1,3.669418334961,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982480,0.4905118346214,0.4909976124763,1,0.4897806942463,0.50364112854,1,3.988845825195,1,0.4912429749966,0.4783540964127,1,3.579025268555,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982488,0.4909052252769,0.5112766027451,1,0.4940684735775,0.5116075873375,1,4.018844604492,1,0.4877419769764,0.5109456777573,1,3.640930175781,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982496,0.4886204600334,0.5247318744659,1,0.4915471673012,0.5097975730896,1,3.996139526367,1,0.4856937229633,0.5396661162376,1,3.706176757813,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982504,0.4896001815796,0.5286056995392,1,0.4908738136292,0.5104286074638,1,4.004669189453,1,0.4883265793324,0.5467827916145,1,3.699432373047,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982512,0.4888715147972,0.5162624120712,1,0.4885659813881,0.5068703889847,1,3.983917236328,1,0.489177018404,0.5256544351578,1,3.686279296875,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982520,0.491170167923,0.5056641101837,1,0.4951760470867,0.491426885128,1,3.955627441406,1,0.4871642887592,0.5199013948441,1,3.649932861328,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982528,0.4917834997177,0.5052721500397,1,0.49094876647,0.4855838119984,1,3.960296630859,1,0.4926182031631,0.5249605178833,1,3.646911621094,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982536,0.4922799766064,0.4920845627785,1,0.4922313988209,0.5064079761505,1,3.92121887207,1,0.4923285543919,0.4777611196041,1,3.536605834961,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982544,0.4880315959454,0.5147913694382,1,0.4929170608521,0.4940118193626,1,3.959686279297,1,0.4831461310387,0.5355708599091,1,3.679779052734,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982552,0.4891631007195,0.5011879205704,1,0.4876024127007,0.4957269728184,1,3.925964355469,1,0.4907238185406,0.5066488981247,1,3.596939086914,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982560,0.4913241267204,0.4992881417274,1,0.4893761575222,0.5077963471413,1,3.964385986328,1,0.493272125721,0.490779966116,1,3.574371337891,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982568,0.4882057309151,0.5077721476555,1,0.4921622276306,0.4835575520992,1,3.913970947266,1,0.4842492341995,0.5319867730141,1,3.63102722168,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982576,0.4909940958023,0.5206446647644,1,0.4922413527966,0.5260480046272,1,3.966796875,1,0.4897468686104,0.5152412652969,1,3.6025390625,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982584,0.4934361577034,0.5171461105347,1,0.4963589608669,0.5074653625488,1,3.950820922852,1,0.4905133545399,0.5268269181252,1,3.63346862793,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982592,0.4875141680241,0.5043096542358,1,0.4876698553562,0.4842395782471,1,3.932830810547,1,0.4873584806919,0.5243797302246,1,3.621368408203,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982600,0.4888271391392,0.5303461551666,1,0.492193967104,0.5149363875389,1,3.957641601563,1,0.4854603111744,0.5457559227943,1,3.655029296875,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982608,0.4886786937714,0.5285332798958,1,0.4922710955143,0.5203381180763,1,3.965484619141,1,0.4850862920284,0.5367284417152,1,3.625747680664,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982616,0.4660326838493,0.5005787611008,1,0.462948769331,0.5234543681145,1,3.941787719727,1,0.4691165685654,0.4777030944824,1,3.542572021484,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982624,0.427544772625,0.4658831357956,1,0.4197254180908,0.4735304117203,1,3.956817626953,1,0.4353640973568,0.4582358598709,1,3.548278808594,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982632,0.3922082185745,0.4733629226685,1,0.3858204483986,0.4823262989521,1,3.961685180664,1,0.3985960185528,0.4643995761871,1,3.553512573242,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982640,0.3506196141243,0.4495058655739,1,0.3462366759777,0.4678715467453,1,3.875717163086,1,0.3550025522709,0.4311401546001,1,3.52978515625,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982648,0.327237457037,0.4279346168041,1,0.3259157240391,0.4640154540539,1,3.886322021484,1,0.3285591900349,0.3918537795544,1,3.448455810547,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982656,0.3292026519775,0.4324766397476,1,0.3355943858624,0.4667867720127,1,3.864639282227,1,0.3228109180927,0.3981664776802,1,3.485992431641,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982664,0.3237637579441,0.4067516922951,1,0.3213149607182,0.4186263084412,1,3.823287963867,1,0.3262125551701,0.394877076149,1,3.474136352539,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982672,0.3250669836998,0.4123514592648,1,0.3214963376522,0.433817923069,1,3.838348388672,1,0.3286376297474,0.3908849954605,1,3.426162719727,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982688,0.3211844563484,0.4186748564243,1,0.3160508871078,0.4398045241833,1,3.802368164063,1,0.3263179957867,0.3975451886654,1,3.46435546875,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982696,0.3215044140816,0.4129146933556,1,0.3164147734642,0.43903657794,1,3.827011108398,1,0.3265940248966,0.3867927789688,1,3.42024230957,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982704,0.3241287469864,0.4209236502647,1,0.3209064304829,0.4290267527103,1,3.791885375977,1,0.3273510932922,0.4128205180168,1,3.488235473633,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982712,0.3220019042492,0.4181599020958,1,0.3166372776031,0.4254990816116,1,3.77424621582,1,0.3273665308952,0.4108206927776,1,3.491104125977,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982720,0.323970168829,0.4116738438606,1,0.3231513500214,0.4123771190643,1,3.77961730957,1,0.3247889876366,0.4109705686569,1,3.479095458984,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982728,0.3213508725166,0.4071178436279,1,0.3163985610008,0.3955765664577,1,3.705825805664,1,0.3263032138348,0.4186591207981,1,3.490951538086,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982736,0.3196958899498,0.4132328033447,1,0.3167716562748,0.4062665402889,1,3.691070556641,1,0.3226201236248,0.4201990365982,1,3.498184204102,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982744,0.3208024203777,0.4109887480736,1,0.3185995519161,0.3856882750988,1,3.699142456055,1,0.3230052888393,0.4362892508507,1,3.519027709961,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982752,0.3180730938911,0.3983966708183,1,0.3153792917728,0.3870997130871,1,3.655151367188,1,0.3207668662071,0.4096935987473,1,3.474868774414,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982760,0.3192752897739,0.3859694600105,1,0.3150922060013,0.3829354941845,1,3.649627685547,1,0.3234583735466,0.3890033960342,1,3.388916015625,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982768,0.3218953311443,0.390729367733,1,0.3178799748421,0.3710583746433,1,3.641128540039,1,0.3259106874466,0.4104003310204,1,3.462799072266,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982776,0.3176651000977,0.3713734745979,1,0.3118303120136,0.3563505113125,1,3.583892822266,1,0.3234998881817,0.3863964676857,1,3.421310424805,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982784,0.3180190324783,0.3610279858112,1,0.3130443692207,0.343455940485,1,3.584075927734,1,0.3229936957359,0.3786000311375,1,3.387634277344,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982792,0.3201968669891,0.3664222359657,1,0.3172211945057,0.3294550180435,1,3.560943603516,1,0.3231725692749,0.4033894538879,1,3.439682006836,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982800,0.3193048238754,0.3547042012215,1,0.31224578619,0.3198403716087,1,3.546325683594,1,0.3263638615608,0.3895680606365,1,3.391845703125,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982808,0.3186221420765,0.3545656204224,1,0.3134449422359,0.3064127862453,1,3.543655395508,1,0.323799341917,0.4027184844017,1,3.443878173828,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982816,0.320062816143,0.3678206205368,1,0.315064817667,0.3581348359585,1,3.628524780273,1,0.3250608444214,0.3775064051151,1,3.398468017578,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982824,0.318425744772,0.3445481657982,1,0.3129461109638,0.2810903787613,1,3.479278564453,1,0.3239053785801,0.4080059230328,1,3.461471557617,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982832,0.3197523355484,0.3637709021568,1,0.3125829100609,0.2940656244755,1,3.495300292969,1,0.3269217610359,0.4334761798382,1,3.50846862793,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982840,0.3241967260838,0.3800399899483,1,0.3176450133324,0.3286454081535,1,3.541366577148,1,0.3307484388351,0.4314345419407,1,3.517532348633,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982848,0.3232091069221,0.3246551156044,1,0.3227861821651,0.2629285752773,1,3.468475341797,1,0.3236320316792,0.3863816261292,1,3.418212890625,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982856,0.3214099407196,0.3396157026291,1,0.3115673959255,0.274458527565,1,3.448989868164,1,0.331252515316,0.4047728478909,1,3.454513549805,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982864,0.3196256756783,0.3205704391003,1,0.3169665038586,0.2619731426239,1,3.422470092773,1,0.3222848176956,0.3791677355766,1,3.391372680664,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982872,0.3208250403404,0.3474341332912,1,0.3150833845139,0.278901219368,1,3.472595214844,1,0.3265667259693,0.4159670472145,1,3.492385864258,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982888,0.3262580633163,0.3880511522293,1,0.3262083530426,0.3605012595654,1,3.620147705078,1,0.3263078033924,0.4156010150909,1,3.481643676758,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982896,0.3246269524097,0.3581809699535,1,0.322280973196,0.3038970530033,1,3.494598388672,1,0.3269729316235,0.4124648869038,1,3.478805541992,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
107982904,0.332632124424,0.4190945625305,1,0.340602427721,0.4227538108826,1,3.749664306641,1,0.3246618509293,0.4154353439808,1,3.472244262695,1,spa,1,11,7,TARGET_DISTRACTOR,gorrion-ombligo
