ParticipantID	TrialID	Start	End	FixNum
cognatepriming32	23	542.666666666667	758.333333333333	3
cognatepriming32	23	776	1125	4
cognatepriming32	13	34.3333333333333	250	1
cognatepriming32	13	292.666666666667	1958.33333333333	2
cognatepriming32	9	1	283.333333333333	1
cognatepriming32	9	334.333333333333	808.333333333334	2
cognatepriming32	9	1651	1941.66666666667	3
cognatepriming32	20	1	358.333333333333	1
cognatepriming32	20	426	883.333333333333	2
cognatepriming32	20	1809.33333333333	1925	3
cognatepriming32	4	1	141.666666666667	1
cognatepriming32	4	192.666666666667	650	2
cognatepriming32	4	692.666666666667	1233.33333333333	3
cognatepriming32	2	1	333.333333333333	1
cognatepriming32	2	384.333333333333	708.333333333333	2
cognatepriming32	2	1317.66666666667	1800	3
cognatepriming33	10	392.666666666667	658.333333333333	1
cognatepriming33	10	692.666666666667	1708.33333333333	2
cognatepriming33	20	392.666666666667	691.666666666667	1
cognatepriming33	20	717.666666666667	958.333333333333	2
cognatepriming33	20	984.333333333333	1591.66666666667	3
cognatepriming33	26	776	916.666666666667	1
cognatepriming33	26	976	1925	2
cognatepriming34	28	892.666666666667	1133.33333333333	1
cognatepriming34	28	1167.66666666667	1391.66666666667	2
cognatepriming34	28	1434.33333333333	2008.33333333333	3
cognatepriming34	6	942.666666666667	1216.66666666667	1
cognatepriming34	6	1284.33333333333	1875	2
cognatepriming34	7	734.333333333333	1541.66666666667	1
cognatepriming34	7	1584.33333333333	1991.66666666667	2
cognatepriming34	18	1042.66666666667	1308.33333333333	1
cognatepriming34	18	1367.66666666667	2000	2
cognatepriming34	4	892.666666666667	1191.66666666667	1
cognatepriming34	4	1234.33333333333	1700	2
cognatepriming34	4	1767.66666666667	1991.66666666667	3
cognatepriming34	13	784.333333333333	1441.66666666667	1
cognatepriming34	13	1492.66666666667	2000	2
cognatepriming34	21	876	1116.66666666667	1
cognatepriming34	21	1176	1491.66666666667	2
cognatepriming34	21	1526	1858.33333333333	3
cognatepriming34	14	917.666666666667	1275	1
cognatepriming34	14	1334.33333333333	1775	2
cognatepriming34	14	1842.66666666667	2000	3
cognatepriming34	22	984.333333333333	1133.33333333333	1
cognatepriming34	22	1192.66666666667	1441.66666666667	2
cognatepriming34	22	1501	2000	3
cognatepriming36	18	834.333333333333	1066.66666666667	1
cognatepriming36	18	1117.66666666667	1383.33333333333	2
cognatepriming36	18	1426	1800	3
cognatepriming36	15	734.333333333333	966.666666666667	1
cognatepriming36	15	1001	1250	2
cognatepriming36	15	1292.66666666667	1491.66666666667	3
cognatepriming36	15	1526	1766.66666666667	4
cognatepriming36	15	1792.66666666667	1991.66666666667	5
cognatepriming36	14	926	1241.66666666667	1
cognatepriming36	14	1267.66666666667	1741.66666666667	2
cognatepriming38	29	59.3333333333333	216.666666666667	1
cognatepriming38	29	292.666666666667	466.666666666667	2
cognatepriming38	29	492.666666666667	1850	3
cognatepriming38	24	109.333333333333	233.333333333333	1
cognatepriming38	24	301	425	2
cognatepriming38	24	459.333333333333	608.333333333333	3
cognatepriming38	24	634.333333333333	966.666666666667	4
cognatepriming38	21	26	366.666666666667	1
cognatepriming38	21	426	550	2
cognatepriming38	21	576	891.666666666667	3
cognatepriming38	21	959.333333333333	1125	4
cognatepriming38	21	1184.33333333333	1466.66666666667	5
cognatepriming38	30	559.333333333333	733.333333333333	1
cognatepriming38	30	759.333333333333	1166.66666666667	2
cognatepriming38	14	134.333333333333	308.333333333333	1
cognatepriming38	14	342.666666666667	616.666666666667	2
cognatepriming38	14	642.666666666667	783.333333333333	3
cognatepriming38	14	801	975	4
cognatepriming38	18	276	450	1
cognatepriming38	18	509.333333333333	841.666666666667	2
cognatepriming38	18	1526	1858.33333333333	3
cognatepriming38	18	1901	2000	4
cognatepriming38	1	142.666666666667	291.666666666667	1
cognatepriming38	1	367.666666666667	583.333333333333	2
cognatepriming38	1	609.333333333333	975	3
cognatepriming38	1	1692.66666666667	1933.33333333333	4
cognatepriming38	20	1	350	1
cognatepriming38	20	409.333333333333	616.666666666667	2
cognatepriming38	20	1084.33333333333	1341.66666666667	3
cognatepriming38	20	1367.66666666667	1800	4
cognatepriming38	8	1	300	1
cognatepriming38	8	376	516.666666666667	2
cognatepriming38	8	551	841.666666666667	3
cognatepriming38	8	909.333333333333	1258.33333333333	4
cognatepriming40	23	176	308.333333333333	1
cognatepriming40	23	384.333333333333	583.333333333333	2
cognatepriming40	23	609.333333333333	866.666666666667	3
cognatepriming40	23	884.333333333333	1800	4
cognatepriming40	27	1	283.333333333333	1
cognatepriming40	27	1201	1525	2
cognatepriming40	27	1592.66666666667	2000	3
cognatepriming40	26	859.333333333333	1100	1
cognatepriming40	26	1117.66666666667	1483.33333333333	2
cognatepriming40	26	1501	1950	3
cognatepriming40	10	717.666666666667	900	1
cognatepriming40	10	959.333333333333	1258.33333333333	2
cognatepriming40	10	1301	1716.66666666667	3
cognatepriming41	23	384.333333333333	591.666666666667	1
cognatepriming41	23	1009.33333333333	1241.66666666667	2
cognatepriming41	23	1617.66666666667	1841.66666666667	3
cognatepriming41	23	1892.66666666667	2000	4
cognatepriming41	29	384.333333333333	591.666666666667	1
cognatepriming41	29	617.666666666667	866.666666666667	2
cognatepriming41	29	1217.66666666667	1458.33333333333	3
cognatepriming42	9	476	616.666666666667	1
cognatepriming42	9	734.333333333333	833.333333333333	2
cognatepriming42	9	1751	1941.66666666667	3
cognatepriming43	25	1	183.333333333333	1
cognatepriming43	25	242.666666666667	425	2
cognatepriming43	25	459.333333333333	700	3
cognatepriming43	25	1459.33333333333	1808.33333333333	4
cognatepriming43	25	1851	2000	5
cognatepriming43	18	359.333333333333	591.666666666667	1
cognatepriming43	18	1109.33333333333	1316.66666666667	2
cognatepriming43	18	1367.66666666667	1666.66666666667	3
cognatepriming43	18	1726	2000	4
cognatepriming43	5	701	1008.33333333333	1
cognatepriming43	5	1042.66666666667	1808.33333333333	2
