"ID"	"trialType"	"TimeBin"	"Language"	"Profile"	"TotalSamples"	"SamplesTarget"	"SamplesDistractor"	"AOI"	"ProbFix"	"Time"
"cognatepriming12"	"cognate"	20	"Spanish"	"Bilingual"	44	NA	NA	"Target"	NA	2000
"cognatepriming12"	"cognate"	20	"Spanish"	"Bilingual"	44	NA	NA	"Distractor"	NA	2000
"cognatepriming12"	"noncognate"	1	"Spanish"	"Bilingual"	52	0	13	"Target"	0	100
"cognatepriming12"	"noncognate"	1	"Spanish"	"Bilingual"	52	0	13	"Distractor"	0.25	100
"cognatepriming12"	"noncognate"	2	"Spanish"	"Bilingual"	48	1	12	"Target"	0.0208333333333333	200
"cognatepriming12"	"noncognate"	2	"Spanish"	"Bilingual"	48	1	12	"Distractor"	0.25	200
"cognatepriming12"	"noncognate"	3	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	300
"cognatepriming12"	"noncognate"	3	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	300
"cognatepriming12"	"noncognate"	4	"Spanish"	"Bilingual"	48	28	10	"Target"	0.583333333333333	400
"cognatepriming12"	"noncognate"	4	"Spanish"	"Bilingual"	48	28	10	"Distractor"	0.208333333333333	400
"cognatepriming12"	"noncognate"	5	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	500
"cognatepriming12"	"noncognate"	5	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	500
"cognatepriming12"	"noncognate"	6	"Spanish"	"Bilingual"	48	24	24	"Target"	0.5	600
"cognatepriming12"	"noncognate"	6	"Spanish"	"Bilingual"	48	24	24	"Distractor"	0.5	600
"cognatepriming12"	"noncognate"	7	"Spanish"	"Bilingual"	48	24	24	"Target"	0.5	700
"cognatepriming12"	"noncognate"	7	"Spanish"	"Bilingual"	48	24	24	"Distractor"	0.5	700
"cognatepriming12"	"noncognate"	8	"Spanish"	"Bilingual"	48	24	23	"Target"	0.5	800
"cognatepriming12"	"noncognate"	8	"Spanish"	"Bilingual"	48	24	23	"Distractor"	0.479166666666667	800
"cognatepriming12"	"noncognate"	9	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	900
"cognatepriming12"	"noncognate"	9	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	900
"cognatepriming12"	"noncognate"	10	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1000
"cognatepriming12"	"noncognate"	10	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1000
"cognatepriming12"	"noncognate"	11	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1100
"cognatepriming12"	"noncognate"	11	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1100
"cognatepriming12"	"noncognate"	12	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1200
"cognatepriming12"	"noncognate"	12	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1200
"cognatepriming12"	"noncognate"	13	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1300
"cognatepriming12"	"noncognate"	13	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1300
"cognatepriming12"	"noncognate"	14	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1400
"cognatepriming12"	"noncognate"	14	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1400
"cognatepriming12"	"noncognate"	15	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1500
"cognatepriming12"	"noncognate"	15	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1500
"cognatepriming12"	"noncognate"	16	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1600
"cognatepriming12"	"noncognate"	16	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1600
"cognatepriming12"	"noncognate"	17	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1700
"cognatepriming12"	"noncognate"	17	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1700
"cognatepriming12"	"noncognate"	18	"Spanish"	"Bilingual"	48	NA	NA	"Target"	NA	1800
"cognatepriming12"	"noncognate"	18	"Spanish"	"Bilingual"	48	NA	NA	"Distractor"	NA	1800
"cognatepriming12"	"noncognate"	19	"Spanish"	"Bilingual"	48	12	24	"Target"	0.25	1900
"cognatepriming12"	"noncognate"	19	"Spanish"	"Bilingual"	48	12	24	"Distractor"	0.5	1900
"cognatepriming12"	"noncognate"	20	"Spanish"	"Bilingual"	44	NA	NA	"Target"	NA	2000
"cognatepriming12"	"noncognate"	20	"Spanish"	"Bilingual"	44	NA	NA	"Distractor"	NA	2000
"cognatepriming12"	"unrelated"	1	"Spanish"	"Bilingual"	143	NA	NA	"Target"	NA	100
"cognatepriming12"	"unrelated"	1	"Spanish"	"Bilingual"	143	NA	NA	"Distractor"	NA	100
"cognatepriming12"	"unrelated"	2	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	200
"cognatepriming12"	"unrelated"	2	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	200
"cognatepriming12"	"unrelated"	3	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	300
"cognatepriming12"	"unrelated"	3	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	300
"cognatepriming12"	"unrelated"	4	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	400
"cognatepriming12"	"unrelated"	4	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	400
"cognatepriming12"	"unrelated"	5	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	500
"cognatepriming12"	"unrelated"	5	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	500
"cognatepriming12"	"unrelated"	6	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	600
"cognatepriming12"	"unrelated"	6	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	600
"cognatepriming12"	"unrelated"	7	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	700
"cognatepriming12"	"unrelated"	7	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	700
"cognatepriming12"	"unrelated"	8	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	800
"cognatepriming12"	"unrelated"	8	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	800
"cognatepriming12"	"unrelated"	9	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	900
"cognatepriming12"	"unrelated"	9	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	900
"cognatepriming12"	"unrelated"	10	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1000
"cognatepriming12"	"unrelated"	10	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1000
"cognatepriming12"	"unrelated"	11	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1100
"cognatepriming12"	"unrelated"	11	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1100
"cognatepriming12"	"unrelated"	12	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1200
"cognatepriming12"	"unrelated"	12	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1200
"cognatepriming12"	"unrelated"	13	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1300
"cognatepriming12"	"unrelated"	13	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1300
"cognatepriming12"	"unrelated"	14	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1400
"cognatepriming12"	"unrelated"	14	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1400
"cognatepriming12"	"unrelated"	15	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1500
"cognatepriming12"	"unrelated"	15	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1500
"cognatepriming12"	"unrelated"	16	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1600
"cognatepriming12"	"unrelated"	16	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1600
"cognatepriming12"	"unrelated"	17	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1700
"cognatepriming12"	"unrelated"	17	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1700
"cognatepriming12"	"unrelated"	18	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1800
"cognatepriming12"	"unrelated"	18	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1800
"cognatepriming12"	"unrelated"	19	"Spanish"	"Bilingual"	132	NA	NA	"Target"	NA	1900
"cognatepriming12"	"unrelated"	19	"Spanish"	"Bilingual"	132	NA	NA	"Distractor"	NA	1900
"cognatepriming12"	"unrelated"	20	"Spanish"	"Bilingual"	121	NA	NA	"Target"	NA	2000
"cognatepriming12"	"unrelated"	20	"Spanish"	"Bilingual"	121	NA	NA	"Distractor"	NA	2000
"cognatepriming17"	"cognate"	1	"Catalan"	"Bilingual"	26	NA	NA	"Target"	NA	100
"cognatepriming17"	"cognate"	1	"Catalan"	"Bilingual"	26	NA	NA	"Distractor"	NA	100
"cognatepriming17"	"cognate"	2	"Catalan"	"Bilingual"	24	0	0	"Target"	0	200
"cognatepriming17"	"cognate"	2	"Catalan"	"Bilingual"	24	0	0	"Distractor"	0	200
"cognatepriming17"	"cognate"	3	"Catalan"	"Bilingual"	24	0	1	"Target"	0	300
"cognatepriming17"	"cognate"	3	"Catalan"	"Bilingual"	24	0	1	"Distractor"	0.0416666666666667	300
"cognatepriming17"	"cognate"	4	"Catalan"	"Bilingual"	24	11	12	"Target"	0.458333333333333	400
"cognatepriming17"	"cognate"	4	"Catalan"	"Bilingual"	24	11	12	"Distractor"	0.5	400
"cognatepriming17"	"cognate"	5	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	500
"cognatepriming17"	"cognate"	5	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	500
"cognatepriming17"	"cognate"	6	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	600
"cognatepriming17"	"cognate"	6	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	600
"cognatepriming17"	"cognate"	7	"Catalan"	"Bilingual"	24	8	10	"Target"	0.333333333333333	700
"cognatepriming17"	"cognate"	7	"Catalan"	"Bilingual"	24	8	10	"Distractor"	0.416666666666667	700
"cognatepriming17"	"cognate"	8	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	800
"cognatepriming17"	"cognate"	8	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	800
"cognatepriming17"	"cognate"	9	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	900
"cognatepriming17"	"cognate"	9	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	900
"cognatepriming17"	"cognate"	10	"Catalan"	"Bilingual"	24	NA	NA	"Target"	NA	1000
"cognatepriming17"	"cognate"	10	"Catalan"	"Bilingual"	24	NA	NA	"Distractor"	NA	1000
"cognatepriming17"	"cognate"	11	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1100
"cognatepriming17"	"cognate"	11	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1100
"cognatepriming17"	"cognate"	12	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1200
"cognatepriming17"	"cognate"	12	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1200
"cognatepriming17"	"cognate"	13	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1300
"cognatepriming17"	"cognate"	13	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1300
"cognatepriming17"	"cognate"	14	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1400
"cognatepriming17"	"cognate"	14	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1400
"cognatepriming17"	"cognate"	15	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1500
"cognatepriming17"	"cognate"	15	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1500
"cognatepriming17"	"cognate"	16	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1600
"cognatepriming17"	"cognate"	16	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1600
"cognatepriming17"	"cognate"	17	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1700
"cognatepriming17"	"cognate"	17	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1700
"cognatepriming17"	"cognate"	18	"Catalan"	"Bilingual"	24	12	12	"Target"	0.5	1800
"cognatepriming17"	"cognate"	18	"Catalan"	"Bilingual"	24	12	12	"Distractor"	0.5	1800
"cognatepriming17"	"cognate"	19	"Catalan"	"Bilingual"	24	9	12	"Target"	0.375	1900
"cognatepriming17"	"cognate"	19	"Catalan"	"Bilingual"	24	9	12	"Distractor"	0.5	1900
"cognatepriming17"	"cognate"	20	"Catalan"	"Bilingual"	22	NA	NA	"Target"	NA	2000
"cognatepriming17"	"cognate"	20	"Catalan"	"Bilingual"	22	NA	NA	"Distractor"	NA	2000
"cognatepriming17"	"noncognate"	1	"Catalan"	"Bilingual"	65	0	0	"Target"	0	100
"cognatepriming17"	"noncognate"	1	"Catalan"	"Bilingual"	65	0	0	"Distractor"	0	100
"cognatepriming17"	"noncognate"	2	"Catalan"	"Bilingual"	60	NA	NA	"Target"	NA	200
"cognatepriming17"	"noncognate"	2	"Catalan"	"Bilingual"	60	NA	NA	"Distractor"	NA	200
"cognatepriming17"	"noncognate"	3	"Catalan"	"Bilingual"	60	NA	NA	"Target"	NA	300
"cognatepriming17"	"noncognate"	3	"Catalan"	"Bilingual"	60	NA	NA	"Distractor"	NA	300
"cognatepriming17"	"noncognate"	4	"Catalan"	"Bilingual"	60	32	12	"Target"	0.533333333333333	400
"cognatepriming17"	"noncognate"	4	"Catalan"	"Bilingual"	60	32	12	"Distractor"	0.2	400
"cognatepriming17"	"noncognate"	5	"Catalan"	"Bilingual"	60	36	19	"Target"	0.6	500
"cognatepriming17"	"noncognate"	5	"Catalan"	"Bilingual"	60	36	19	"Distractor"	0.316666666666667	500
"cognatepriming17"	"noncognate"	6	"Catalan"	"Bilingual"	60	36	24	"Target"	0.6	600
"cognatepriming17"	"noncognate"	6	"Catalan"	"Bilingual"	60	36	24	"Distractor"	0.4	600
"cognatepriming17"	"noncognate"	7	"Catalan"	"Bilingual"	60	43	13	"Target"	0.716666666666667	700
"cognatepriming17"	"noncognate"	7	"Catalan"	"Bilingual"	60	43	13	"Distractor"	0.216666666666667	700
"cognatepriming17"	"noncognate"	8	"Catalan"	"Bilingual"	60	54	3	"Target"	0.9	800
"cognatepriming17"	"noncognate"	8	"Catalan"	"Bilingual"	60	54	3	"Distractor"	0.05	800
"cognatepriming17"	"noncognate"	9	"Catalan"	"Bilingual"	60	60	0	"Target"	1	900
"cognatepriming17"	"noncognate"	9	"Catalan"	"Bilingual"	60	60	0	"Distractor"	0	900
"cognatepriming17"	"noncognate"	10	"Catalan"	"Bilingual"	60	53	3	"Target"	0.883333333333333	1000
"cognatepriming17"	"noncognate"	10	"Catalan"	"Bilingual"	60	53	3	"Distractor"	0.05	1000
"cognatepriming17"	"noncognate"	11	"Catalan"	"Bilingual"	60	48	12	"Target"	0.8	1100
"cognatepriming17"	"noncognate"	11	"Catalan"	"Bilingual"	60	48	12	"Distractor"	0.2	1100
"cognatepriming17"	"noncognate"	12	"Catalan"	"Bilingual"	60	48	12	"Target"	0.8	1200
"cognatepriming17"	"noncognate"	12	"Catalan"	"Bilingual"	60	48	12	"Distractor"	0.2	1200
"cognatepriming17"	"noncognate"	13	"Catalan"	"Bilingual"	60	48	12	"Target"	0.8	1300
"cognatepriming17"	"noncognate"	13	"Catalan"	"Bilingual"	60	48	12	"Distractor"	0.2	1300
"cognatepriming17"	"noncognate"	14	"Catalan"	"Bilingual"	60	48	12	"Target"	0.8	1400
"cognatepriming17"	"noncognate"	14	"Catalan"	"Bilingual"	60	48	12	"Distractor"	0.2	1400
"cognatepriming17"	"noncognate"	15	"Catalan"	"Bilingual"	60	48	12	"Target"	0.8	1500
"cognatepriming17"	"noncognate"	15	"Catalan"	"Bilingual"	60	48	12	"Distractor"	0.2	1500
"cognatepriming17"	"noncognate"	16	"Catalan"	"Bilingual"	60	NA	NA	"Target"	NA	1600
"cognatepriming17"	"noncognate"	16	"Catalan"	"Bilingual"	60	NA	NA	"Distractor"	NA	1600
"cognatepriming17"	"noncognate"	17	"Catalan"	"Bilingual"	60	NA	NA	"Target"	NA	1700
"cognatepriming17"	"noncognate"	17	"Catalan"	"Bilingual"	60	NA	NA	"Distractor"	NA	1700
"cognatepriming17"	"noncognate"	18	"Catalan"	"Bilingual"	60	NA	NA	"Target"	NA	1800
"cognatepriming17"	"noncognate"	18	"Catalan"	"Bilingual"	60	NA	NA	"Distractor"	NA	1800
"cognatepriming17"	"noncognate"	19	"Catalan"	"Bilingual"	60	NA	NA	"Target"	NA	1900
"cognatepriming17"	"noncognate"	19	"Catalan"	"Bilingual"	60	NA	NA	"Distractor"	NA	1900
"cognatepriming17"	"noncognate"	20	"Catalan"	"Bilingual"	55	NA	NA	"Target"	NA	2000
"cognatepriming17"	"noncognate"	20	"Catalan"	"Bilingual"	55	NA	NA	"Distractor"	NA	2000
"cognatepriming17"	"unrelated"	1	"Catalan"	"Bilingual"	117	0	13	"Target"	0	100
"cognatepriming17"	"unrelated"	1	"Catalan"	"Bilingual"	117	0	13	"Distractor"	0.111111111111111	100
"cognatepriming17"	"unrelated"	2	"Catalan"	"Bilingual"	108	NA	NA	"Target"	NA	200
"cognatepriming17"	"unrelated"	2	"Catalan"	"Bilingual"	108	NA	NA	"Distractor"	NA	200
"cognatepriming17"	"unrelated"	3	"Catalan"	"Bilingual"	108	NA	NA	"Target"	NA	300
"cognatepriming17"	"unrelated"	3	"Catalan"	"Bilingual"	108	NA	NA	"Distractor"	NA	300
"cognatepriming17"	"unrelated"	4	"Catalan"	"Bilingual"	108	45	44	"Target"	0.416666666666667	400
"cognatepriming17"	"unrelated"	4	"Catalan"	"Bilingual"	108	45	44	"Distractor"	0.407407407407407	400
"cognatepriming17"	"unrelated"	5	"Catalan"	"Bilingual"	108	54	51	"Target"	0.5	500
"cognatepriming17"	"unrelated"	5	"Catalan"	"Bilingual"	108	54	51	"Distractor"	0.472222222222222	500
"cognatepriming17"	"unrelated"	6	"Catalan"	"Bilingual"	108	60	48	"Target"	0.555555555555556	600
"cognatepriming17"	"unrelated"	6	"Catalan"	"Bilingual"	108	60	48	"Distractor"	0.444444444444444	600
"cognatepriming17"	"unrelated"	7	"Catalan"	"Bilingual"	108	46	53	"Target"	0.425925925925926	700
"cognatepriming17"	"unrelated"	7	"Catalan"	"Bilingual"	108	46	53	"Distractor"	0.490740740740741	700
"cognatepriming17"	"unrelated"	8	"Catalan"	"Bilingual"	108	65	36	"Target"	0.601851851851852	800
"cognatepriming17"	"unrelated"	8	"Catalan"	"Bilingual"	108	65	36	"Distractor"	0.333333333333333	800
"cognatepriming17"	"unrelated"	9	"Catalan"	"Bilingual"	108	72	36	"Target"	0.666666666666667	900
"cognatepriming17"	"unrelated"	9	"Catalan"	"Bilingual"	108	72	36	"Distractor"	0.333333333333333	900
"cognatepriming17"	"unrelated"	10	"Catalan"	"Bilingual"	108	62	43	"Target"	0.574074074074074	1000
"cognatepriming17"	"unrelated"	10	"Catalan"	"Bilingual"	108	62	43	"Distractor"	0.398148148148148	1000
"cognatepriming17"	"unrelated"	11	"Catalan"	"Bilingual"	108	NA	NA	"Target"	NA	1100
"cognatepriming17"	"unrelated"	11	"Catalan"	"Bilingual"	108	NA	NA	"Distractor"	NA	1100
"cognatepriming17"	"unrelated"	12	"Catalan"	"Bilingual"	108	NA	NA	"Target"	NA	1200
"cognatepriming17"	"unrelated"	12	"Catalan"	"Bilingual"	108	NA	NA	"Distractor"	NA	1200
"cognatepriming17"	"unrelated"	13	"Catalan"	"Bilingual"	108	72	34	"Target"	0.666666666666667	1300
"cognatepriming17"	"unrelated"	13	"Catalan"	"Bilingual"	108	72	34	"Distractor"	0.314814814814815	1300
"cognatepriming17"	"unrelated"	14	"Catalan"	"Bilingual"	108	74	27	"Target"	0.685185185185185	1400
"cognatepriming17"	"unrelated"	14	"Catalan"	"Bilingual"	108	74	27	"Distractor"	0.25	1400
"cognatepriming17"	"unrelated"	15	"Catalan"	"Bilingual"	108	81	24	"Target"	0.75	1500
"cognatepriming17"	"unrelated"	15	"Catalan"	"Bilingual"	108	81	24	"Distractor"	0.222222222222222	1500
"cognatepriming17"	"unrelated"	16	"Catalan"	"Bilingual"	108	NA	NA	"Target"	NA	1600
"cognatepriming17"	"unrelated"	16	"Catalan"	"Bilingual"	108	NA	NA	"Distractor"	NA	1600
"cognatepriming17"	"unrelated"	17	"Catalan"	"Bilingual"	108	NA	NA	"Target"	NA	1700
"cognatepriming17"	"unrelated"	17	"Catalan"	"Bilingual"	108	NA	NA	"Distractor"	NA	1700
"cognatepriming17"	"unrelated"	18	"Catalan"	"Bilingual"	108	48	51	"Target"	0.444444444444444	1800
"cognatepriming17"	"unrelated"	18	"Catalan"	"Bilingual"	108	48	51	"Distractor"	0.472222222222222	1800
"cognatepriming17"	"unrelated"	19	"Catalan"	"Bilingual"	108	48	60	"Target"	0.444444444444444	1900
"cognatepriming17"	"unrelated"	19	"Catalan"	"Bilingual"	108	48	60	"Distractor"	0.555555555555556	1900
"cognatepriming17"	"unrelated"	20	"Catalan"	"Bilingual"	99	44	55	"Target"	0.444444444444444	2000
"cognatepriming17"	"unrelated"	20	"Catalan"	"Bilingual"	99	44	55	"Distractor"	0.555555555555556	2000
"cognatepriming5"	"cognate"	1	"Spanish"	"Monolingual"	91	19	13	"Target"	0.208791208791209	100
"cognatepriming5"	"cognate"	1	"Spanish"	"Monolingual"	91	19	13	"Distractor"	0.142857142857143	100
"cognatepriming5"	"cognate"	2	"Spanish"	"Monolingual"	84	28	12	"Target"	0.333333333333333	200
"cognatepriming5"	"cognate"	2	"Spanish"	"Monolingual"	84	28	12	"Distractor"	0.142857142857143	200
"cognatepriming5"	"cognate"	3	"Spanish"	"Monolingual"	84	36	12	"Target"	0.428571428571429	300
"cognatepriming5"	"cognate"	3	"Spanish"	"Monolingual"	84	36	12	"Distractor"	0.142857142857143	300
"cognatepriming5"	"cognate"	4	"Spanish"	"Monolingual"	84	NA	NA	"Target"	NA	400
"cognatepriming5"	"cognate"	4	"Spanish"	"Monolingual"	84	NA	NA	"Distractor"	NA	400
"cognatepriming5"	"cognate"	5	"Spanish"	"Monolingual"	84	58	24	"Target"	0.69047619047619	500
"cognatepriming5"	"cognate"	5	"Spanish"	"Monolingual"	84	58	24	"Distractor"	0.285714285714286	500
"cognatepriming5"	"cognate"	6	"Spanish"	"Monolingual"	84	60	24	"Target"	0.714285714285714	600
"cognatepriming5"	"cognate"	6	"Spanish"	"Monolingual"	84	60	24	"Distractor"	0.285714285714286	600
"cognatepriming5"	"cognate"	7	"Spanish"	"Monolingual"	84	60	24	"Target"	0.714285714285714	700
"cognatepriming5"	"cognate"	7	"Spanish"	"Monolingual"	84	60	24	"Distractor"	0.285714285714286	700
"cognatepriming5"	"cognate"	8	"Spanish"	"Monolingual"	84	51	29	"Target"	0.607142857142857	800
"cognatepriming5"	"cognate"	8	"Spanish"	"Monolingual"	84	51	29	"Distractor"	0.345238095238095	800
"cognatepriming5"	"cognate"	9	"Spanish"	"Monolingual"	84	48	36	"Target"	0.571428571428571	900
"cognatepriming5"	"cognate"	9	"Spanish"	"Monolingual"	84	48	36	"Distractor"	0.428571428571429	900
"cognatepriming5"	"cognate"	10	"Spanish"	"Monolingual"	84	48	35	"Target"	0.571428571428571	1000
"cognatepriming5"	"cognate"	10	"Spanish"	"Monolingual"	84	48	35	"Distractor"	0.416666666666667	1000
"cognatepriming5"	"cognate"	11	"Spanish"	"Monolingual"	84	57	15	"Target"	0.678571428571429	1100
"cognatepriming5"	"cognate"	11	"Spanish"	"Monolingual"	84	57	15	"Distractor"	0.178571428571429	1100
"cognatepriming5"	"cognate"	12	"Spanish"	"Monolingual"	84	68	13	"Target"	0.80952380952381	1200
"cognatepriming5"	"cognate"	12	"Spanish"	"Monolingual"	84	68	13	"Distractor"	0.154761904761905	1200
"cognatepriming5"	"cognate"	13	"Spanish"	"Monolingual"	84	72	12	"Target"	0.857142857142857	1300
"cognatepriming5"	"cognate"	13	"Spanish"	"Monolingual"	84	72	12	"Distractor"	0.142857142857143	1300
"cognatepriming5"	"cognate"	14	"Spanish"	"Monolingual"	84	72	12	"Target"	0.857142857142857	1400
"cognatepriming5"	"cognate"	14	"Spanish"	"Monolingual"	84	72	12	"Distractor"	0.142857142857143	1400
"cognatepriming5"	"cognate"	15	"Spanish"	"Monolingual"	84	72	12	"Target"	0.857142857142857	1500
"cognatepriming5"	"cognate"	15	"Spanish"	"Monolingual"	84	72	12	"Distractor"	0.142857142857143	1500
"cognatepriming5"	"cognate"	16	"Spanish"	"Monolingual"	84	72	12	"Target"	0.857142857142857	1600
"cognatepriming5"	"cognate"	16	"Spanish"	"Monolingual"	84	72	12	"Distractor"	0.142857142857143	1600
"cognatepriming5"	"cognate"	17	"Spanish"	"Monolingual"	84	NA	NA	"Target"	NA	1700
"cognatepriming5"	"cognate"	17	"Spanish"	"Monolingual"	84	NA	NA	"Distractor"	NA	1700
"cognatepriming5"	"cognate"	18	"Spanish"	"Monolingual"	84	NA	NA	"Target"	NA	1800
"cognatepriming5"	"cognate"	18	"Spanish"	"Monolingual"	84	NA	NA	"Distractor"	NA	1800
"cognatepriming5"	"cognate"	19	"Spanish"	"Monolingual"	84	NA	NA	"Target"	NA	1900
"cognatepriming5"	"cognate"	19	"Spanish"	"Monolingual"	84	NA	NA	"Distractor"	NA	1900
"cognatepriming5"	"cognate"	20	"Spanish"	"Monolingual"	76	NA	NA	"Target"	NA	2000
"cognatepriming5"	"cognate"	20	"Spanish"	"Monolingual"	76	NA	NA	"Distractor"	NA	2000
"cognatepriming5"	"noncognate"	1	"Spanish"	"Monolingual"	65	NA	NA	"Target"	NA	100
"cognatepriming5"	"noncognate"	1	"Spanish"	"Monolingual"	65	NA	NA	"Distractor"	NA	100
"cognatepriming5"	"noncognate"	2	"Spanish"	"Monolingual"	60	NA	NA	"Target"	NA	200
"cognatepriming5"	"noncognate"	2	"Spanish"	"Monolingual"	60	NA	NA	"Distractor"	NA	200
"cognatepriming5"	"noncognate"	3	"Spanish"	"Monolingual"	60	12	24	"Target"	0.2	300
"cognatepriming5"	"noncognate"	3	"Spanish"	"Monolingual"	60	12	24	"Distractor"	0.4	300
"cognatepriming5"	"noncognate"	4	"Spanish"	"Monolingual"	60	12	24	"Target"	0.2	400
"cognatepriming5"	"noncognate"	4	"Spanish"	"Monolingual"	60	12	24	"Distractor"	0.4	400
"cognatepriming5"	"noncognate"	5	"Spanish"	"Monolingual"	60	24	24	"Target"	0.4	500
"cognatepriming5"	"noncognate"	5	"Spanish"	"Monolingual"	60	24	24	"Distractor"	0.4	500
"cognatepriming5"	"noncognate"	6	"Spanish"	"Monolingual"	60	24	24	"Target"	0.4	600
"cognatepriming5"	"noncognate"	6	"Spanish"	"Monolingual"	60	24	24	"Distractor"	0.4	600
"cognatepriming5"	"noncognate"	7	"Spanish"	"Monolingual"	60	24	24	"Target"	0.4	700
"cognatepriming5"	"noncognate"	7	"Spanish"	"Monolingual"	60	24	24	"Distractor"	0.4	700
"cognatepriming5"	"noncognate"	8	"Spanish"	"Monolingual"	60	24	24	"Target"	0.4	800
"cognatepriming5"	"noncognate"	8	"Spanish"	"Monolingual"	60	24	24	"Distractor"	0.4	800
"cognatepriming5"	"noncognate"	9	"Spanish"	"Monolingual"	60	24	24	"Target"	0.4	900
