"profile"	"language"	"ID"	"TimeBin"	"trialType"	"SamplesInAOI"	"SamplesTotal"	"Prop"	"Time"
"51"	"bilingual"	"cat"	"cognatepriming10"	16	"cognate"	26	32	81.25	800
"52"	"bilingual"	"cat"	"cognatepriming10"	17	"unrelated"	42	66	63.6363636363636	850
"53"	"bilingual"	"cat"	"cognatepriming10"	17	"noncognate"	18	42	42.8571428571429	850
"54"	"bilingual"	"cat"	"cognatepriming10"	17	"cognate"	30	36	83.3333333333333	850
"55"	"bilingual"	"cat"	"cognatepriming10"	18	"unrelated"	45	63	71.4285714285714	900
"56"	"bilingual"	"cat"	"cognatepriming10"	18	"noncognate"	18	42	42.8571428571429	900
"57"	"bilingual"	"cat"	"cognatepriming10"	18	"cognate"	30	36	83.3333333333333	900
"58"	"bilingual"	"cat"	"cognatepriming10"	19	"unrelated"	47	65	72.3076923076923	950
"59"	"bilingual"	"cat"	"cognatepriming10"	19	"noncognate"	18	42	42.8571428571429	950
"60"	"bilingual"	"cat"	"cognatepriming10"	19	"cognate"	30	36	83.3333333333333	950
"61"	"bilingual"	"cat"	"cognatepriming10"	20	"unrelated"	50	68	73.5294117647059	1000
"62"	"bilingual"	"cat"	"cognatepriming10"	20	"noncognate"	18	42	42.8571428571429	1000
"63"	"bilingual"	"cat"	"cognatepriming10"	20	"cognate"	30	36	83.3333333333333	1000
"64"	"bilingual"	"cat"	"cognatepriming10"	21	"unrelated"	54	72	75	1050
"65"	"bilingual"	"cat"	"cognatepriming10"	21	"noncognate"	18	42	42.8571428571429	1050
"66"	"bilingual"	"cat"	"cognatepriming10"	21	"cognate"	30	36	83.3333333333333	1050
"67"	"bilingual"	"cat"	"cognatepriming10"	22	"unrelated"	54	72	75	1100
"68"	"bilingual"	"cat"	"cognatepriming10"	22	"noncognate"	18	42	42.8571428571429	1100
"69"	"bilingual"	"cat"	"cognatepriming10"	22	"cognate"	30	36	83.3333333333333	1100
"70"	"bilingual"	"cat"	"cognatepriming10"	23	"unrelated"	54	72	75	1150
"71"	"bilingual"	"cat"	"cognatepriming10"	23	"noncognate"	18	42	42.8571428571429	1150
"72"	"bilingual"	"cat"	"cognatepriming10"	23	"cognate"	30	36	83.3333333333333	1150
"73"	"bilingual"	"cat"	"cognatepriming10"	24	"unrelated"	54	72	75	1200
"74"	"bilingual"	"cat"	"cognatepriming10"	24	"noncognate"	18	42	42.8571428571429	1200
"75"	"bilingual"	"cat"	"cognatepriming10"	24	"cognate"	30	36	83.3333333333333	1200
"76"	"bilingual"	"cat"	"cognatepriming10"	25	"unrelated"	54	72	75	1250
"77"	"bilingual"	"cat"	"cognatepriming10"	25	"noncognate"	18	42	42.8571428571429	1250
"78"	"bilingual"	"cat"	"cognatepriming10"	25	"cognate"	30	32	93.75	1250
"79"	"bilingual"	"cat"	"cognatepriming10"	26	"unrelated"	54	72	75	1300
"80"	"bilingual"	"cat"	"cognatepriming10"	26	"noncognate"	18	42	42.8571428571429	1300
"81"	"bilingual"	"cat"	"cognatepriming10"	26	"cognate"	36	36	100	1300
"82"	"bilingual"	"cat"	"cognatepriming10"	27	"unrelated"	54	72	75	1350
"83"	"bilingual"	"cat"	"cognatepriming10"	27	"noncognate"	15	39	38.4615384615385	1350
"84"	"bilingual"	"cat"	"cognatepriming10"	27	"cognate"	36	36	100	1350
"85"	"bilingual"	"cat"	"cognatepriming10"	28	"unrelated"	54	72	75	1400
"86"	"bilingual"	"cat"	"cognatepriming10"	28	"noncognate"	12	36	33.3333333333333	1400
"87"	"bilingual"	"cat"	"cognatepriming10"	28	"cognate"	36	36	100	1400
"88"	"bilingual"	"cat"	"cognatepriming10"	29	"unrelated"	54	72	75	1450
"89"	"bilingual"	"cat"	"cognatepriming10"	29	"noncognate"	17	41	41.4634146341463	1450
"90"	"bilingual"	"cat"	"cognatepriming10"	29	"cognate"	31	32	96.875	1450
"91"	"bilingual"	"cat"	"cognatepriming10"	30	"unrelated"	54	71	76.056338028169	1500
"92"	"bilingual"	"cat"	"cognatepriming10"	30	"noncognate"	18	42	42.8571428571429	1500
"93"	"bilingual"	"cat"	"cognatepriming10"	30	"cognate"	30	36	83.3333333333333	1500
"94"	"bilingual"	"cat"	"cognatepriming10"	31	"unrelated"	56	68	82.3529411764706	1550
"95"	"bilingual"	"cat"	"cognatepriming10"	31	"noncognate"	18	42	42.8571428571429	1550
"96"	"bilingual"	"cat"	"cognatepriming10"	31	"cognate"	30	36	83.3333333333333	1550
"97"	"bilingual"	"cat"	"cognatepriming10"	32	"unrelated"	60	72	83.3333333333333	1600
"98"	"bilingual"	"cat"	"cognatepriming10"	32	"noncognate"	18	42	42.8571428571429	1600
"99"	"bilingual"	"cat"	"cognatepriming10"	32	"cognate"	30	36	83.3333333333333	1600
"100"	"bilingual"	"cat"	"cognatepriming10"	33	"unrelated"	54	68	79.4117647058823	1650
"101"	"bilingual"	"cat"	"cognatepriming10"	33	"noncognate"	18	41	43.9024390243902	1650
"102"	"bilingual"	"cat"	"cognatepriming10"	33	"cognate"	24	31	77.4193548387097	1650
"103"	"bilingual"	"cat"	"cognatepriming10"	34	"unrelated"	54	72	75	1700
"104"	"bilingual"	"cat"	"cognatepriming10"	34	"noncognate"	21	39	53.8461538461538	1700
"105"	"bilingual"	"cat"	"cognatepriming10"	34	"cognate"	22	34	64.7058823529412	1700
"106"	"bilingual"	"cat"	"cognatepriming10"	35	"unrelated"	54	72	75	1750
"107"	"bilingual"	"cat"	"cognatepriming10"	35	"noncognate"	24	42	57.1428571428571	1750
"108"	"bilingual"	"cat"	"cognatepriming10"	35	"cognate"	18	31	58.0645161290323	1750
"109"	"bilingual"	"cat"	"cognatepriming10"	36	"unrelated"	54	72	75	1800
"110"	"bilingual"	"cat"	"cognatepriming10"	36	"noncognate"	24	39	61.5384615384615	1800
"111"	"bilingual"	"cat"	"cognatepriming10"	36	"cognate"	18	36	50	1800
"112"	"bilingual"	"cat"	"cognatepriming10"	37	"unrelated"	54	72	75	1850
"113"	"bilingual"	"cat"	"cognatepriming10"	37	"noncognate"	29	41	70.7317073170732	1850
"114"	"bilingual"	"cat"	"cognatepriming10"	37	"cognate"	18	36	50	1850
"115"	"bilingual"	"cat"	"cognatepriming10"	38	"unrelated"	54	72	75	1900
"116"	"bilingual"	"cat"	"cognatepriming10"	38	"noncognate"	30	42	71.4285714285714	1900
"117"	"bilingual"	"cat"	"cognatepriming10"	38	"cognate"	18	36	50	1900
"118"	"bilingual"	"cat"	"cognatepriming10"	39	"unrelated"	54	72	75	1950
"119"	"bilingual"	"cat"	"cognatepriming10"	39	"noncognate"	30	42	71.4285714285714	1950
"120"	"bilingual"	"cat"	"cognatepriming10"	39	"cognate"	18	36	50	1950
"121"	"bilingual"	"cat"	"cognatepriming17"	0	"unrelated"	0	0	NA	0
"122"	"bilingual"	"cat"	"cognatepriming17"	0	"noncognate"	0	0	NA	0
"123"	"bilingual"	"cat"	"cognatepriming17"	0	"cognate"	0	6	0	0
"124"	"bilingual"	"cat"	"cognatepriming17"	1	"unrelated"	0	0	NA	50
"125"	"bilingual"	"cat"	"cognatepriming17"	1	"noncognate"	0	0	NA	50
"126"	"bilingual"	"cat"	"cognatepriming17"	1	"cognate"	0	6	0	50
"127"	"bilingual"	"cat"	"cognatepriming17"	2	"unrelated"	0	0	NA	100
"128"	"bilingual"	"cat"	"cognatepriming17"	2	"noncognate"	0	0	NA	100
"129"	"bilingual"	"cat"	"cognatepriming17"	2	"cognate"	0	6	0	100
"130"	"bilingual"	"cat"	"cognatepriming17"	3	"unrelated"	0	0	NA	150
"131"	"bilingual"	"cat"	"cognatepriming17"	3	"noncognate"	0	0	NA	150
"132"	"bilingual"	"cat"	"cognatepriming17"	3	"cognate"	0	6	0	150
"133"	"bilingual"	"cat"	"cognatepriming17"	4	"unrelated"	5	5	100	200
"134"	"bilingual"	"cat"	"cognatepriming17"	4	"noncognate"	0	0	NA	200
"135"	"bilingual"	"cat"	"cognatepriming17"	4	"cognate"	0	6	0	200
"136"	"bilingual"	"cat"	"cognatepriming17"	5	"unrelated"	17	17	100	250
"137"	"bilingual"	"cat"	"cognatepriming17"	5	"noncognate"	0	4	0	250
"138"	"bilingual"	"cat"	"cognatepriming17"	5	"cognate"	0	6	0	250
"139"	"bilingual"	"cat"	"cognatepriming17"	6	"unrelated"	33	42	78.5714285714286	300
"140"	"bilingual"	"cat"	"cognatepriming17"	6	"noncognate"	4	10	40	300
"141"	"bilingual"	"cat"	"cognatepriming17"	6	"cognate"	0	9	0	300
"142"	"bilingual"	"cat"	"cognatepriming17"	7	"unrelated"	42	58	72.4137931034483	350
"143"	"bilingual"	"cat"	"cognatepriming17"	7	"noncognate"	6	12	50	350
"144"	"bilingual"	"cat"	"cognatepriming17"	7	"cognate"	0	18	0	350
"145"	"bilingual"	"cat"	"cognatepriming17"	8	"unrelated"	42	60	70	400
"146"	"bilingual"	"cat"	"cognatepriming17"	8	"noncognate"	6	12	50	400
"147"	"bilingual"	"cat"	"cognatepriming17"	8	"cognate"	0	16	0	400
"148"	"bilingual"	"cat"	"cognatepriming17"	9	"unrelated"	42	60	70	450
"149"	"bilingual"	"cat"	"cognatepriming17"	9	"noncognate"	6	18	33.3333333333333	450
"150"	"bilingual"	"cat"	"cognatepriming17"	9	"cognate"	5	17	29.4117647058824	450
"151"	"bilingual"	"cat"	"cognatepriming17"	10	"unrelated"	42	60	70	500
"152"	"bilingual"	"cat"	"cognatepriming17"	10	"noncognate"	6	18	33.3333333333333	500
"153"	"bilingual"	"cat"	"cognatepriming17"	10	"cognate"	6	18	33.3333333333333	500
"154"	"bilingual"	"cat"	"cognatepriming17"	11	"unrelated"	42	60	70	550
"155"	"bilingual"	"cat"	"cognatepriming17"	11	"noncognate"	6	18	33.3333333333333	550
"156"	"bilingual"	"cat"	"cognatepriming17"	11	"cognate"	6	18	33.3333333333333	550
"157"	"bilingual"	"cat"	"cognatepriming17"	12	"unrelated"	41	55	74.5454545454545	600
"158"	"bilingual"	"cat"	"cognatepriming17"	12	"noncognate"	1	11	9.09090909090909	600
"159"	"bilingual"	"cat"	"cognatepriming17"	12	"cognate"	6	18	33.3333333333333	600
"160"	"bilingual"	"cat"	"cognatepriming17"	13	"unrelated"	37	53	69.811320754717	650
"161"	"bilingual"	"cat"	"cognatepriming17"	13	"noncognate"	6	18	33.3333333333333	650
"162"	"bilingual"	"cat"	"cognatepriming17"	13	"cognate"	6	18	33.3333333333333	650
"163"	"bilingual"	"cat"	"cognatepriming17"	14	"unrelated"	44	57	77.1929824561404	700
"164"	"bilingual"	"cat"	"cognatepriming17"	14	"noncognate"	6	16	37.5	700
"165"	"bilingual"	"cat"	"cognatepriming17"	14	"cognate"	7	14	50	700
"166"	"bilingual"	"cat"	"cognatepriming17"	15	"unrelated"	48	60	80	750
"167"	"bilingual"	"cat"	"cognatepriming17"	15	"noncognate"	11	17	64.7058823529412	750
"168"	"bilingual"	"cat"	"cognatepriming17"	15	"cognate"	12	18	66.6666666666667	750
"169"	"bilingual"	"cat"	"cognatepriming17"	16	"unrelated"	48	60	80	800
"170"	"bilingual"	"cat"	"cognatepriming17"	16	"noncognate"	12	18	66.6666666666667	800
"171"	"bilingual"	"cat"	"cognatepriming17"	16	"cognate"	12	18	66.6666666666667	800
"172"	"bilingual"	"cat"	"cognatepriming17"	17	"unrelated"	48	60	80	850
"173"	"bilingual"	"cat"	"cognatepriming17"	17	"noncognate"	12	18	66.6666666666667	850
"174"	"bilingual"	"cat"	"cognatepriming17"	17	"cognate"	12	18	66.6666666666667	850
"175"	"bilingual"	"cat"	"cognatepriming17"	18	"unrelated"	40	52	76.9230769230769	900
"176"	"bilingual"	"cat"	"cognatepriming17"	18	"noncognate"	12	18	66.6666666666667	900
"177"	"bilingual"	"cat"	"cognatepriming17"	18	"cognate"	12	18	66.6666666666667	900
"178"	"bilingual"	"cat"	"cognatepriming17"	19	"unrelated"	31	51	60.7843137254902	950
"179"	"bilingual"	"cat"	"cognatepriming17"	19	"noncognate"	12	18	66.6666666666667	950
"180"	"bilingual"	"cat"	"cognatepriming17"	19	"cognate"	12	18	66.6666666666667	950
"181"	"bilingual"	"cat"	"cognatepriming17"	20	"unrelated"	36	60	60	1000
"182"	"bilingual"	"cat"	"cognatepriming17"	20	"noncognate"	12	18	66.6666666666667	1000
"183"	"bilingual"	"cat"	"cognatepriming17"	20	"cognate"	12	18	66.6666666666667	1000
"184"	"bilingual"	"cat"	"cognatepriming17"	21	"unrelated"	36	60	60	1050
"185"	"bilingual"	"cat"	"cognatepriming17"	21	"noncognate"	12	18	66.6666666666667	1050
"186"	"bilingual"	"cat"	"cognatepriming17"	21	"cognate"	12	14	85.7142857142857	1050
"187"	"bilingual"	"cat"	"cognatepriming17"	22	"unrelated"	36	60	60	1100
"188"	"bilingual"	"cat"	"cognatepriming17"	22	"noncognate"	12	18	66.6666666666667	1100
"189"	"bilingual"	"cat"	"cognatepriming17"	22	"cognate"	12	12	100	1100
"190"	"bilingual"	"cat"	"cognatepriming17"	23	"unrelated"	36	60	60	1150
"191"	"bilingual"	"cat"	"cognatepriming17"	23	"noncognate"	12	18	66.6666666666667	1150
"192"	"bilingual"	"cat"	"cognatepriming17"	23	"cognate"	14	14	100	1150
"193"	"bilingual"	"cat"	"cognatepriming17"	24	"unrelated"	36	60	60	1200
"194"	"bilingual"	"cat"	"cognatepriming17"	24	"noncognate"	12	18	66.6666666666667	1200
"195"	"bilingual"	"cat"	"cognatepriming17"	24	"cognate"	18	18	100	1200
"196"	"bilingual"	"cat"	"cognatepriming17"	25	"unrelated"	36	59	61.0169491525424	1250
"197"	"bilingual"	"cat"	"cognatepriming17"	25	"noncognate"	12	18	66.6666666666667	1250
"198"	"bilingual"	"cat"	"cognatepriming17"	25	"cognate"	18	18	100	1250
"199"	"bilingual"	"cat"	"cognatepriming17"	26	"unrelated"	40	58	68.9655172413793	1300
"200"	"bilingual"	"cat"	"cognatepriming17"	26	"noncognate"	12	18	66.6666666666667	1300
"201"	"bilingual"	"cat"	"cognatepriming17"	26	"cognate"	16	16	100	1300
"202"	"bilingual"	"cat"	"cognatepriming17"	27	"unrelated"	42	59	71.1864406779661	1350
"203"	"bilingual"	"cat"	"cognatepriming17"	27	"noncognate"	12	18	66.6666666666667	1350
"204"	"bilingual"	"cat"	"cognatepriming17"	27	"cognate"	12	16	75	1350
"205"	"bilingual"	"cat"	"cognatepriming17"	28	"unrelated"	44	56	78.5714285714286	1400
"206"	"bilingual"	"cat"	"cognatepriming17"	28	"noncognate"	12	18	66.6666666666667	1400
"207"	"bilingual"	"cat"	"cognatepriming17"	28	"cognate"	12	18	66.6666666666667	1400
"208"	"bilingual"	"cat"	"cognatepriming17"	29	"unrelated"	48	60	80	1450
"209"	"bilingual"	"cat"	"cognatepriming17"	29	"noncognate"	12	18	66.6666666666667	1450
"210"	"bilingual"	"cat"	"cognatepriming17"	29	"cognate"	12	18	66.6666666666667	1450
"211"	"bilingual"	"cat"	"cognatepriming17"	30	"unrelated"	46	58	79.3103448275862	1500
"212"	"bilingual"	"cat"	"cognatepriming17"	30	"noncognate"	12	18	66.6666666666667	1500
"213"	"bilingual"	"cat"	"cognatepriming17"	30	"cognate"	12	18	66.6666666666667	1500
"214"	"bilingual"	"cat"	"cognatepriming17"	31	"unrelated"	31	43	72.0930232558139	1550
"215"	"bilingual"	"cat"	"cognatepriming17"	31	"noncognate"	12	18	66.6666666666667	1550
"216"	"bilingual"	"cat"	"cognatepriming17"	31	"cognate"	12	18	66.6666666666667	1550
"217"	"bilingual"	"cat"	"cognatepriming17"	32	"unrelated"	33	43	76.7441860465116	1600
"218"	"bilingual"	"cat"	"cognatepriming17"	32	"noncognate"	12	18	66.6666666666667	1600
"219"	"bilingual"	"cat"	"cognatepriming17"	32	"cognate"	12	18	66.6666666666667	1600
"220"	"bilingual"	"cat"	"cognatepriming17"	33	"unrelated"	38	44	86.3636363636364	1650
"221"	"bilingual"	"cat"	"cognatepriming17"	33	"noncognate"	12	18	66.6666666666667	1650
"222"	"bilingual"	"cat"	"cognatepriming17"	33	"cognate"	12	18	66.6666666666667	1650
"223"	"bilingual"	"cat"	"cognatepriming17"	34	"unrelated"	33	50	66	1700
"224"	"bilingual"	"cat"	"cognatepriming17"	34	"noncognate"	10	16	62.5	1700
"225"	"bilingual"	"cat"	"cognatepriming17"	34	"cognate"	7	14	50	1700
"226"	"bilingual"	"cat"	"cognatepriming17"	35	"unrelated"	36	60	60	1750
"227"	"bilingual"	"cat"	"cognatepriming17"	35	"noncognate"	6	17	35.2941176470588	1750
"228"	"bilingual"	"cat"	"cognatepriming17"	35	"cognate"	6	18	33.3333333333333	1750
"229"	"bilingual"	"cat"	"cognatepriming17"	36	"unrelated"	36	60	60	1800
"230"	"bilingual"	"cat"	"cognatepriming17"	36	"noncognate"	6	18	33.3333333333333	1800
"231"	"bilingual"	"cat"	"cognatepriming17"	36	"cognate"	6	18	33.3333333333333	1800
"232"	"bilingual"	"cat"	"cognatepriming17"	37	"unrelated"	28	52	53.8461538461538	1850
"233"	"bilingual"	"cat"	"cognatepriming17"	37	"noncognate"	6	18	33.3333333333333	1850
"234"	"bilingual"	"cat"	"cognatepriming17"	37	"cognate"	6	18	33.3333333333333	1850
"235"	"bilingual"	"cat"	"cognatepriming17"	38	"unrelated"	24	52	46.1538461538462	1900
"236"	"bilingual"	"cat"	"cognatepriming17"	38	"noncognate"	6	18	33.3333333333333	1900
"237"	"bilingual"	"cat"	"cognatepriming17"	38	"cognate"	6	18	33.3333333333333	1900
"238"	"bilingual"	"cat"	"cognatepriming17"	39	"unrelated"	24	50	48	1950
"239"	"bilingual"	"cat"	"cognatepriming17"	39	"noncognate"	6	18	33.3333333333333	1950
"240"	"bilingual"	"cat"	"cognatepriming17"	39	"cognate"	6	18	33.3333333333333	1950
"241"	"bilingual"	"cat"	"cognatepriming7"	0	"unrelated"	0	11	0	0
"242"	"bilingual"	"cat"	"cognatepriming7"	0	"noncognate"	4	4	100	0
"243"	"bilingual"	"cat"	"cognatepriming7"	0	"cognate"	0	0	NA	0
"244"	"bilingual"	"cat"	"cognatepriming7"	1	"unrelated"	2	20	10	50
"245"	"bilingual"	"cat"	"cognatepriming7"	1	"noncognate"	5	5	100	50
"246"	"bilingual"	"cat"	"cognatepriming7"	1	"cognate"	0	0	NA	50
"247"	"bilingual"	"cat"	"cognatepriming7"	2	"unrelated"	10	28	35.7142857142857	100
"248"	"bilingual"	"cat"	"cognatepriming7"	2	"noncognate"	6	12	50	100
"249"	"bilingual"	"cat"	"cognatepriming7"	2	"cognate"	6	6	100	100
"250"	"bilingual"	"cat"	"cognatepriming7"	3	"unrelated"	11	29	37.9310344827586	150
"251"	"bilingual"	"cat"	"cognatepriming7"	3	"noncognate"	5	11	45.4545454545455	150
"252"	"bilingual"	"cat"	"cognatepriming7"	3	"cognate"	6	6	100	150
"253"	"bilingual"	"cat"	"cognatepriming7"	4	"unrelated"	12	30	40	200
"254"	"bilingual"	"cat"	"cognatepriming7"	4	"noncognate"	6	12	50	200
"255"	"bilingual"	"cat"	"cognatepriming7"	4	"cognate"	5	5	100	200
"256"	"bilingual"	"cat"	"cognatepriming7"	5	"unrelated"	13	36	36.1111111111111	250
"257"	"bilingual"	"cat"	"cognatepriming7"	5	"noncognate"	12	18	66.6666666666667	250
"258"	"bilingual"	"cat"	"cognatepriming7"	5	"cognate"	6	6	100	250
"259"	"bilingual"	"cat"	"cognatepriming7"	6	"unrelated"	18	52	34.6153846153846	300
"260"	"bilingual"	"cat"	"cognatepriming7"	6	"noncognate"	12	18	66.6666666666667	300
"261"	"bilingual"	"cat"	"cognatepriming7"	6	"cognate"	6	6	100	300
"262"	"bilingual"	"cat"	"cognatepriming7"	7	"unrelated"	23	63	36.5079365079365	350
"263"	"bilingual"	"cat"	"cognatepriming7"	7	"noncognate"	17	23	73.9130434782609	350
"264"	"bilingual"	"cat"	"cognatepriming7"	7	"cognate"	16	16	100	350
"265"	"bilingual"	"cat"	"cognatepriming7"	8	"unrelated"	26	74	35.1351351351351	400
"266"	"bilingual"	"cat"	"cognatepriming7"	8	"noncognate"	19	25	76	400
"267"	"bilingual"	"cat"	"cognatepriming7"	8	"cognate"	18	18	100	400
"268"	"bilingual"	"cat"	"cognatepriming7"	9	"unrelated"	36	83	43.3734939759036	450
"269"	"bilingual"	"cat"	"cognatepriming7"	9	"noncognate"	23	29	79.3103448275862	450
"270"	"bilingual"	"cat"	"cognatepriming7"	9	"cognate"	18	18	100	450
"271"	"bilingual"	"cat"	"cognatepriming7"	10	"unrelated"	36	84	42.8571428571429	500
"272"	"bilingual"	"cat"	"cognatepriming7"	10	"noncognate"	23	29	79.3103448275862	500
"273"	"bilingual"	"cat"	"cognatepriming7"	10	"cognate"	18	18	100	500
"274"	"bilingual"	"cat"	"cognatepriming7"	11	"unrelated"	37	80	46.25	550
"275"	"bilingual"	"cat"	"cognatepriming7"	11	"noncognate"	24	30	80	550
"276"	"bilingual"	"cat"	"cognatepriming7"	11	"cognate"	18	18	100	550
"277"	"bilingual"	"cat"	"cognatepriming7"	12	"unrelated"	44	77	57.1428571428571	600
"278"	"bilingual"	"cat"	"cognatepriming7"	12	"noncognate"	20	26	76.9230769230769	600
"279"	"bilingual"	"cat"	"cognatepriming7"	12	"cognate"	18	18	100	600
"280"	"bilingual"	"cat"	"cognatepriming7"	13	"unrelated"	48	84	57.1428571428571	650
"281"	"bilingual"	"cat"	"cognatepriming7"	13	"noncognate"	18	27	66.6666666666667	650
"282"	"bilingual"	"cat"	"cognatepriming7"	13	"cognate"	18	18	100	650
"283"	"bilingual"	"cat"	"cognatepriming7"	14	"unrelated"	48	84	57.1428571428571	700
"284"	"bilingual"	"cat"	"cognatepriming7"	14	"noncognate"	12	24	50	700
"285"	"bilingual"	"cat"	"cognatepriming7"	14	"cognate"	16	16	100	700
"286"	"bilingual"	"cat"	"cognatepriming7"	15	"unrelated"	50	81	61.7283950617284	750
"287"	"bilingual"	"cat"	"cognatepriming7"	15	"noncognate"	12	24	50	750
"288"	"bilingual"	"cat"	"cognatepriming7"	15	"cognate"	13	18	72.2222222222222	750
"289"	"bilingual"	"cat"	"cognatepriming7"	16	"unrelated"	53	81	65.4320987654321	800
"290"	"bilingual"	"cat"	"cognatepriming7"	16	"noncognate"	18	24	75	800
"291"	"bilingual"	"cat"	"cognatepriming7"	16	"cognate"	18	24	75	800
"292"	"bilingual"	"cat"	"cognatepriming7"	17	"unrelated"	57	81	70.3703703703704	850
"293"	"bilingual"	"cat"	"cognatepriming7"	17	"noncognate"	23	29	79.3103448275862	850
"294"	"bilingual"	"cat"	"cognatepriming7"	17	"cognate"	18	24	75	850
"295"	"bilingual"	"cat"	"cognatepriming7"	18	"unrelated"	58	79	73.4177215189873	900
"296"	"bilingual"	"cat"	"cognatepriming7"	18	"noncognate"	18	28	64.2857142857143	900
"297"	"bilingual"	"cat"	"cognatepriming7"	18	"cognate"	18	24	75	900
"298"	"bilingual"	"cat"	"cognatepriming7"	19	"unrelated"	64	78	82.0512820512821	950
"299"	"bilingual"	"cat"	"cognatepriming7"	19	"noncognate"	18	30	60	950
"300"	"bilingual"	"cat"	"cognatepriming7"	19	"cognate"	18	24	75	950
"301"	"bilingual"	"cat"	"cognatepriming7"	20	"unrelated"	71	78	91.025641025641	1000
"302"	"bilingual"	"cat"	"cognatepriming7"	20	"noncognate"	18	29	62.0689655172414	1000
"303"	"bilingual"	"cat"	"cognatepriming7"	20	"cognate"	18	24	75	1000
"304"	"bilingual"	"cat"	"cognatepriming7"	21	"unrelated"	71	83	85.5421686746988	1050
"305"	"bilingual"	"cat"	"cognatepriming7"	21	"noncognate"	18	30	60	1050
"306"	"bilingual"	"cat"	"cognatepriming7"	21	"cognate"	18	24	75	1050
"307"	"bilingual"	"cat"	"cognatepriming7"	22	"unrelated"	67	80	83.75	1100
"308"	"bilingual"	"cat"	"cognatepriming7"	22	"noncognate"	18	30	60	1100
"309"	"bilingual"	"cat"	"cognatepriming7"	22	"cognate"	18	24	75	1100
"310"	"bilingual"	"cat"	"cognatepriming7"	23	"unrelated"	66	84	78.5714285714286	1150
"311"	"bilingual"	"cat"	"cognatepriming7"	23	"noncognate"	18	30	60	1150
"312"	"bilingual"	"cat"	"cognatepriming7"	23	"cognate"	18	24	75	1150
"313"	"bilingual"	"cat"	"cognatepriming7"	24	"unrelated"	66	84	78.5714285714286	1200
"314"	"bilingual"	"cat"	"cognatepriming7"	24	"noncognate"	18	29	62.0689655172414	1200
"315"	"bilingual"	"cat"	"cognatepriming7"	24	"cognate"	18	22	81.8181818181818	1200
"316"	"bilingual"	"cat"	"cognatepriming7"	25	"unrelated"	64	82	78.0487804878049	1250
"317"	"bilingual"	"cat"	"cognatepriming7"	25	"noncognate"	18	30	60	1250
"318"	"bilingual"	"cat"	"cognatepriming7"	25	"cognate"	24	24	100	1250
"319"	"bilingual"	"cat"	"cognatepriming7"	26	"unrelated"	65	83	78.3132530120482	1300
"320"	"bilingual"	"cat"	"cognatepriming7"	26	"noncognate"	18	30	60	1300
"321"	"bilingual"	"cat"	"cognatepriming7"	26	"cognate"	24	24	100	1300
"322"	"bilingual"	"cat"	"cognatepriming7"	27	"unrelated"	66	84	78.5714285714286	1350
"323"	"bilingual"	"cat"	"cognatepriming7"	27	"noncognate"	18	28	64.2857142857143	1350
"324"	"bilingual"	"cat"	"cognatepriming7"	27	"cognate"	24	24	100	1350
"325"	"bilingual"	"cat"	"cognatepriming7"	28	"unrelated"	60	81	74.0740740740741	1400
"326"	"bilingual"	"cat"	"cognatepriming7"	28	"noncognate"	24	30	80	1400
"327"	"bilingual"	"cat"	"cognatepriming7"	28	"cognate"	24	24	100	1400
"328"	"bilingual"	"cat"	"cognatepriming7"	29	"unrelated"	59	83	71.0843373493976	1450
"329"	"bilingual"	"cat"	"cognatepriming7"	29	"noncognate"	24	29	82.7586206896552	1450
"330"	"bilingual"	"cat"	"cognatepriming7"	29	"cognate"	24	24	100	1450
"331"	"bilingual"	"cat"	"cognatepriming7"	30	"unrelated"	54	78	69.2307692307692	1500
"332"	"bilingual"	"cat"	"cognatepriming7"	30	"noncognate"	24	29	82.7586206896552	1500
"333"	"bilingual"	"cat"	"cognatepriming7"	30	"cognate"	24	24	100	1500
"334"	"bilingual"	"cat"	"cognatepriming7"	31	"unrelated"	48	76	63.1578947368421	1550
"335"	"bilingual"	"cat"	"cognatepriming7"	31	"noncognate"	24	30	80	1550
"336"	"bilingual"	"cat"	"cognatepriming7"	31	"cognate"	24	24	100	1550
"337"	"bilingual"	"cat"	"cognatepriming7"	32	"unrelated"	51	81	62.962962962963	1600
"338"	"bilingual"	"cat"	"cognatepriming7"	32	"noncognate"	24	29	82.7586206896552	1600
"339"	"bilingual"	"cat"	"cognatepriming7"	32	"cognate"	24	24	100	1600
"340"	"bilingual"	"cat"	"cognatepriming7"	33	"unrelated"	52	82	63.4146341463415	1650
"341"	"bilingual"	"cat"	"cognatepriming7"	33	"noncognate"	24	29	82.7586206896552	1650
