SystemTimeStamp,meanX,meanY,meanValidity,lX,lY,lV,lPupil,lPupilV,rX,rY,rV,rPupil,rPupilV,participant,dateBirth,sex,dateTest,language,list,trial,trialID,trialType,getter,phase,stimulus,locationTarget
5.535025e+11,0.5091924,0.546656,1,0.5191673,0.5718004,1,3.865585,1,0.4992175,0.5215116,1,3.803467,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535025e+11,0.5129514,0.5490162,1,0.5149723,0.5650891,1,3.8423,1,0.5109305,0.5329434,1,3.803238,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535025e+11,0.5119036,0.514957,1,0.5114862,0.5608413,1,3.79657,1,0.5123209,0.4690727,1,3.647934,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535025e+11,0.5088013,0.5446284,1,0.5156555,0.5657793,1,3.836365,1,0.5019472,0.5234776,1,3.805618,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535025e+11,0.5114707,0.4906407,1,0.5143373,0.5486671,1,3.787918,1,0.508604,0.4326143,1,3.605515,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535025e+11,0.5075742,0.5286051,1,0.5118359,0.5442295,1,3.781616,1,0.5033125,0.5129806,1,3.796127,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535025e+11,0.5093977,0.5426295,1,0.5115408,0.5434313,1,3.756287,1,0.5072546,0.5418278,1,3.771774,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5087685,0.5542234,1,0.5183322,0.5566038,1,3.806381,1,0.4992048,0.5518431,1,3.828049,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5057547,0.5321314,1,0.5076162,0.5345739,1,3.726593,1,0.5038933,0.529689,1,3.784607,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5009233,0.5461215,1,0.5041997,0.5513031,1,3.767746,1,0.4976469,0.5409399,1,3.790894,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.4966208,0.5553146,1,0.503916,0.5650665,1,3.770172,1,0.4893255,0.5455627,1,3.776764,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5039489,0.5542575,1,0.5090827,0.5726342,1,3.75708,1,0.4988152,0.5358809,1,3.76947,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5056328,0.5409637,1,0.5096253,0.5698783,1,3.790451,1,0.5016403,0.5120491,1,3.708145,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.4958969,0.5203123,1,0.5020462,0.5186656,1,3.811127,1,0.4897476,0.5219591,1,3.733185,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5040643,0.5458559,1,0.5140758,0.5671253,1,3.754211,1,0.4940528,0.5245864,1,3.711792,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5037733,0.5545483,1,0.5067353,0.5725728,1,3.752121,1,0.5008112,0.5365238,1,3.710754,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5050197,0.5463865,1,0.5122855,0.5558938,1,3.755814,1,0.4977539,0.5368792,1,3.711212,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5015969,0.5538044,1,0.5083598,0.5642174,1,3.737991,1,0.4948339,0.5433915,1,3.661087,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.4982341,0.5581292,1,0.5037021,0.5682977,1,3.702377,1,0.4927661,0.5479606,1,3.744339,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.499873,0.5385513,1,0.5025817,0.5516859,1,3.715652,1,0.4971643,0.5254168,1,3.676697,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.4933156,0.5365465,1,0.501332,0.5493004,1,3.665619,1,0.4852992,0.5237926,1,3.653061,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5017233,0.5520855,1,0.5071446,0.5793678,1,3.687332,1,0.4963022,0.5248033,1,3.654251,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535026e+11,0.5058736,0.56292,1,0.5096723,0.5873399,1,3.708984,1,0.502075,0.5385001,1,3.685776,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535027e+11,0.4986472,0.5367323,1,0.5029585,0.5842692,1,3.730545,1,0.4943359,0.4891954,1,3.535355,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535027e+11,0.4967974,0.5238147,1,0.4988552,0.5664191,1,3.720596,1,0.4947395,0.4812102,1,3.551331,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535027e+11,0.5042859,0.5221473,1,0.5099069,0.555868,1,3.667938,1,0.4986649,0.4884265,1,3.560165,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
5.535027e+11,0.5062418,0.5072014,1,0.5104025,0.5403408,1,3.609268,1,0.502081,0.4740619,1,3.495407,1,014,2017-04-06,m,2019-10-04_18-25,spa,1,1,29,noncognate,5,baseline,tren,center
